Event Name,Description,Start,End,Location,City,Event URL,Full_Description,organizer_link-href
The Youth Festival at The NYC Poetry Festival,"Join PSNY, Teachers & Writers Collaborative, Poetry Out Loud, and UrbanWord NYC for the 12th Annual Youth Poetry Festival!","July 29, 11:30am","July 30, 6pm","Colonels Row, Governors Island New York, NY 10004",NYC,https://www.eventbrite.com/e/the-youth-festival-at-the-nyc-poetry-festival-tickets-571059784187,"The Youth Festival is an NYC Poetry Festival highlight each year, catering to toddlers, teens, and everyone in-between. For the 12th Annual Youth Fest, we're partnering with Teachers & Writers Collaborative, Poetry Out Loud, and Urban Word NYC. Please stay tuned more details regarding this year's programming! Check-in will run from 11:30am-12pm each day, and our programming will begin at noon. All Youth Fest participants will be invited to read on one of our main stages at the end of both days. For more information, please visit  newyorkcitypoetryfestival.com, follow us on Instagram, or join our mailing list!",https://www.eventbrite.com/o/the-poetry-society-of-new-york-6373273797
World Law Congress New York 2023,The World Law Congress New York 2023 will gather +250 high-level panelists from around the world in a single day,"July 20, 2023, 8:00 AM","July 20, 2023, 6:00 PM","New York City Bar Association, 42 West 44th Street, New York, NY 10036",NYC,https://www.eventbrite.es/e/world-law-congress-new-york-2023-tickets-558912922597,"Welcome to the World Law Congress New York 2023! The World Jurist Association, non-governmental organization in special consultative status with the United Nations ECOSOC, celebrates its 60th Anniversary in New York City.More than 250 global leaders, including heads of State, authorities, justices from international and national courts, policy makers, academics, lawyers, activists, students, and related professionals, will gather in New York on July 20, 2023 to discuss about human rights, new technologies, gender equality, antitrust, refugee crisis, judicial independence, democracy, freedom of speech, armed conflicts, energy, climate, education, legal tech, development, health law, anti-corruption  and more.Disclaimer: The purchase of this ticket exclusively provides access to the main panels at the New York City Bar Association on July 20, 2023.",https://www.eventbrite.es/o/world-jurist-association-33799434381
Arctic,"Forget about the dog days of summer. Come chill in the Catacombs, as this flaxen-haired fiddler extraordinaire shows us a world at risk.","July 5, 2023, 6:00 PM","July 5, 2023, 8:30 PM","500 25th Street Brooklyn, NY 11232",NYC,https://www.eventbrite.com/e/arctic-tickets-598569717137,"Eldbjørg HemsingPresented in partnership with Death of ClassicalThe Long StoryWe can think of no better way to escape from the sticky, sweaty, dumpster-fire mess that is NYC in July, than by letting the superstar Norwegian violinist-slash-Nordic-goddess Eldbjørg Hemsing take us on a journey through her icy homeland.For this frosty mid-summer program, Hemsing explores the epic mythology and fragile reality of her native land, contrasting the sunny expansiveness of Grieg's second Violin Sonata with a sweeping suite from Arctic, her acclaimed new album which paints the picture of a magnificent ecosystem threatened by climate change.The Short StoryForget about the dog days of summer. Come chill in the Catacombs with us, as this flaxen-haired fiddler extraordinaire shows us a world at risk, and reminds us why we need to protect Earth's most precious natural resources before they vanish for good.For more information on this evening’s program and the performers, visit Death of Classical’s website. BEFORE PURCHASING YOUR TICKETS, PLEASE NOTE:Tickets: There is no need to print tickets! Attendees will be checked in by name. Where To Go: Check-in ONLY takes place at the Gothic Arch near the Main Entrance on Fifth Avenue and 25th Street (500 25th Street).Be On Time!: Check-in begins 15 minutes before your ticketed start time. We will start with a 45-minute reception at the Modern Chapel to enjoy a whiskey tasting and snacks (all free!), and the beauty of the Cemetery, before the program begins. Tasting is for those 21 years of age or older with proof of ID.For Your Comfort and Safety: The journey to and from the Catacombs takes approximately 20-30 minutes, which includes walking over hilly and uneven terrain; proper footwear is recommended. A trolley service to and from the site will be available.Refunds and exchanges: Ticket sales are final. No exchanges or refunds unless the event is canceled.COVID Policy: In accordance with New York State and CDC guidance, masks are optional. Attendees must follow ALL instructions and guidance from Cemetery staff and ambassadors.Feeling Sick? Stay home if you are feeling sick or running a fever.P﻿hoto Credit: Kevin Condon",https://www.eventbrite.com/o/the-green-wood-historic-fund-1373401985
7th Annual Kingsland Wildflowers Festival,"Join the partners at Kingsland Wildflowers for a fun summer event with hands-on activities, art, plants, entertainment, and more!","July 22, 2023, 4:00 PM","July 22, 2023, 8:00 PM","Kingsland Wildflowers Green Roof & Community Engagement Center, 520 Kingsland Avenue Brooklyn, NY 11222",NYC,https://www.eventbrite.com/e/7th-annual-kingsland-wildflowers-festival-tickets-642525439887,"The native rooftop meadow and wildlife habitat located on the banks of Newtown Creek, a federal Superfund site, was created through a close collaboration of private and nonprofit entities interested in rewriting the narrative on the possibilities of ecological and industrial cohabitation. This annual festival aims to bring awareness to Greenpoint’s and the surrounding communities' long-standing environmental burdens; transition to a cleaner, healthier future; as well as the global climate crisis and the potential for local, community-based solutions.Additional details will be announced soon.Interested in Volunteering?  We would love your help!Register as a volunteer through Eventbrite and we will send an email with more information about the different volunteer shifts we'll have available throughout the day.Photo by Aerograph aerographimages.comI﻿G: @aerograph.images",https://www.eventbrite.com/o/newtown-creek-alliance-6350090643
Entrepreneurs Roundtable 179,Entrepreneurs Roundtable is a free community event that aims to help the New York City startup ecosystem grow and connect the entrepreneurial community with each other for learning and networking opportunities.,"July 11, 2023, 6:30 PM","July 11, 2023, 7:45 PM","Rise New York, 43 West 23rd Street New York, NY 10010",NYC,https://www.eventbrite.com/e/entrepreneurs-roundtable-179-in-person-tickets-595034543337,"Our speaker at this event will be:William LeseB﻿raemar Energy Ventureshttp://www.braemarenergy.com/team/Since 2003, Braemar Energy Ventures has made impactful forward-looking bets in transformative energy technology companies. We are active investors who move with conviction in leading investments and serving entrepreneurs as they navigate the complex, multi-generational energy transition. As an SFDR Article 8 aligned fund, we seek to invest in companies positioned to drive massive impact in curbing global climate change.To pitch your startup at this event, please apply at:  https://forms.gle/CUGCie2QYcaW4zyj9 Format: Introductions, Q&A, 5 Pitches from Startups and Feedback.http://eranyc.com""Entrepreneurs Roundtable"" monthly events are free community events open to entrepreneurs and investors in New York City. The event series has been going on every month in NYC since 2008 (11 years). Our goal is to help New York City startup ecosystem grow and connect the entrepreneurial community with each other for learning and networking opportunities. Every event features an active early-stage investor with 5 startups pitching to them for feedback and fundraising followed by community networking. Entrepreneurs Roundtable Accelerator (ERA) is an early-stage VC Fund and Tech Accelerator based in NYC that started in 2011 and has invested in and accelerated 300 startups over 24 cohorts with 500+mentors.To hear about future events, please sign up at http://eranyc.comhttp:/twitter.com/eranychttp:/twitter.com/eranycglobal Organizer: Murat Aktihanoglu (@muratny)",https://www.eventbrite.com/o/entrepreneurs-roundtable-accelerator-8011332501
City of Water Day - Resilience Street Fair & Papermaking Workshop,"Join Waterfront Alliance + partner resilience organizations for an afternoon of free programs, activities, and engagement on climate action","July 15, 2023, 12:00 PM","July 15, 2023, 5:00 PM","South Street Seaport Museum, Wavertree, Pier 16, South Street at the foot of Burling Slip (John Street) New York, NY 10038",NYC,https://www.eventbrite.com/e/city-of-water-day-resilience-street-fair-papermaking-workshop-tickets-643086086797,"Join Waterfront Alliance and partner organizations on Saturday, July 15 for a “Resilience Street Fair” on Pier 16/South Street Seaport Museum, at the Seaport in Lower Manhattan. This is just one of many free events taking place on City of Water Day to champion a climate-resilient New York and New Jersey harbor. From 12pm–5pm, representatives from participating organizations will be on hand with activities and resources for the public (kids are welcome!) on a variety of issues related to climate resilience and our shared waterfront. From public access and swimming to the effects of the climate crisis on the housing market to becoming an informed voter on environmental issues, this is a unique opportunity to learn about the waterfront and the many ways you can advocate for your neighborhood, city, and region. Waterfront Alliance thanks The Howard Hughes Corporation for their generous support of the Resilience Street Fair and City of Water Day. PROGRAM ACTIVITIESSee full agenda above. From 12:30-2:30pm and again from 3-5pm, Newark-based artist Amanda Thackray leads a free workshop to make by hand artistic paper, using water drawn from the East River. Participants will engage in this 2000-year-old craft, learn about the process of papermaking and create personal, handmade sheets.  Suitable for adults and children 12 years and older. RSVP required and spots are limited.Please see full list of specific programs offered by all partners above. PARTICIPATING EXHIBITORS+POOLCenter for New York City NeighborhoodsNew Yorkers for ParksNew York League of Conservation VotersNYC Department of Environmental ProtectionNYC Economic Development CorporationRegional Plan AssociationSouth Street Seaport Museum",https://www.eventbrite.com/o/waterfront-alliance-1852377507
Women Ending the Era of Fossil Fuels and Leading a Just Transition,Join us and hear from global women leaders sharing expertise & frameworks for ending the era of fossil fuels and advancing a Just Transition,"September 20, 2023, 5:00 PM","September 20, 2023, 8:00 PM","The People's Forum, 320 West 37th Street New York, NY 10018",NYC,https://www.eventbrite.com/e/women-ending-the-era-of-fossil-fuels-and-leading-a-just-transition-tickets-668489268397,"Women Ending the Era of Fossil Fuels and Leading a Just TransitionWednesday, September 20  | 5-8pmThe People's Forum, 320 West 37th Street, New York, NY 10018

Please check back for further event and speaker details!",https://www.eventbrite.com/o/the-womens-earth-amp-climate-action-network-wecan-international-17434749885
Yedoye Travis: Steve Harvey Caused Climate Change,Yedoye Travis had a name for his new hour of comedy before he wrote any of it and now he feels trapped by an unreasonable and probably illegal thesis statement.,"July 25, 2023, 10:00 PM","July 25, 2023, 11:30 PM","702 Union St. Brooklyn, NY 11215",NYC,https://www.eventbrite.com/e/yedoye-travis-steve-harvey-caused-climate-change-tickets-667176020437,Yedoye Travis had a name for his new hour of comedy before he wrote any of it and now he feels trapped by an unreasonable and probably illegal thesis statement.9:30pm Doors / 10:00pm Show$10 advance / $15 at the doorAges 21+*Please note this event will be mixed seated/standing. Arrive early for best seat selection.,https://www.eventbrite.com/o/union-hall-17899496497
"Jews, Land, and Climate Café - art sharing / workshop for Jews and allies","Jews, like all peoples, are deeply connected to the earth, to all life forms, and to the places where we live. Antisemitism, however, has historically led to Jews losing our multi-generational connections to the many lands in which we have existed. Recognizing and restoring those connections within our cultures is a key part of healing from antisemitism.","Sep 23, 2023, 10:30 AM","Sep 23, 2023, 12:00 PM","12 E 41st St, 12 East 41st Street New York, NY 10017",NYC,https://www.eventbrite.co.uk/e/jews-land-and-climate-cafe-art-sharing-workshop-for-jews-and-allies-tickets-662031844067,"Jews, like all peoples, are deeply connected to the earth, to all life forms,  and to the places where we live.  Antisemitism, however,  has historically led to Jews losing our multi-generational connections to the many lands in which we have existed.  Recognizing and restoring those connections within our cultures is a key part of healing from antisemitism. In this workshop, we invite Jews, and our friends and allies, to look at ways that Jewish engagement with climate action can provide an opportunity for healing from antisemitism. We will share stories and artworks in celebration of Jewish connections with living environments, both past and present.  We will introduce tools of listening and of healing from inherited historical trauma. These tools can help to expand our involvement and sustain our action as Jews in the work to reverse the climate emergency, in coalition with many other peoples.",https://www.eventbrite.co.uk/o/sustaining-all-life-60222455803
HLPF Event: Just Transitions for All: Achieving Climate & Social Justice," A transition to net zero – with climate-resilient economies and societies – is indispensable, urgent, and possible."," July 18, 2023, 8:00 AM"," July 18, 2023, 9:30 AM"," United Nations Headquarters, United Nations New York, NY 10017",NYC,https://www.eventbrite.ca/e/hlpf-event-just-transitions-for-all-achieving-climate-social-justice-tickets-660624675187,"Midway  through  to  COP28,  the  event  seeks  to  provide  an  update  on  the  development  of  just transition strategies, as called for in the COP27 outcome document. Itaims to facilitate a shared understanding of just transition based on national and international guidelines and standards.It will provide a platform to share experiencesand best practices on effective policy measures and financing strategies to promote a just transition. The event, sponsored by the ILO and UNEP,is structured as aninteractive panel discussion around the following threetopics: •Promoting social justice, inclusiveandsustainable economies•Managing and financingthe process of transition •Promoting international cooperation",https://www.eventbrite.ca/o/ilo-unep-belgium-and-morocco-67502793913
How Worldviews and Climate Justice Can Remake a World in Crisis,Movement leaders and change-makers will offer stories and experiences of restoration and justice as we build a healthy and equitable world,"September 22, 2023, 5:00 PM","September 22, 2023, 8:00 PM","Scandinavia House, 58 Park Avenue New York, NY 10016",NYC,https://www.eventbrite.com/e/how-worldviews-and-climate-justice-can-remake-a-world-in-crisis-tickets-669071058547,"How Worldviews and Climate Justice can Remake a World in CrisisFriday, September 22, 5:00 - 8:00pm ET NYC TimeScandinavia House, 58 Park Ave, New York, NY 10016Movement leaders and change-makers will offer stories and experiences of restoration and justice as we build the healthy and equitable world we seek. This event is also the pre-launch of the forthcoming book, ""The Story is in Our Bones: How Worldviews and Climate Justice Can Remake a World in Crisis"" to be released in January 2024. Abundant hors d’oeuvres and drinks will be served. Please check back for further event and speaker details!",https://www.eventbrite.com/o/the-womens-earth-amp-climate-action-network-wecan-international-17434749885
"Young Naturalists: Weather, Climate, Maps","Explore a new theme in nature, and become a young scientist! This week learn the difference between weather and climate, and how to read maps. We will hike up to 1 mile during the program.","Jul 21, 2023, 10:00 AM","Jul 21, 2023, 12:00 PM","2351 Veterans Road West Staten Island, NY 10309",NYC,https://www.eventbrite.com/e/young-naturalists-weather-climate-maps-registration-668951230137,"Explore a new theme in nature, and become a young scientist! This week learn the difference between weather and climate, and how to read maps.We will hike up to 1 mile during the program.Free! Ages 5-10. This is NOT a drop off program, adults must stay for entire lesson. All programs are rain or shine. One ticket equals one person, please reserve tickets for your entire group.  Questions? Contact:  claypitpondsSP@parks.ny.gov or call 718-605-3970 X201.",https://www.eventbrite.com/o/clay-pit-ponds-state-park-preserve-31380310225
It’s getting hot in here:  looking for love in the climate crisis,Conserve energy by losing the dating apps and finding that special someone to share your climate anxiety!,"Jul 12, 2023, 6:00 PM","Jul 12, 2023, 8:00 PM","Public Records, 233 Butler Street Brooklyn, NY 11217",NYC,https://www.eventbrite.com/e/its-getting-hot-in-here-looking-for-love-in-the-climate-crisis-tickets-665000332897,"Conserve energy by losing the dating apps and finding that special someone to share your climate anxiety! Whether you’re looking for someone to prep with, protest with, farm with, or to explore the great outdoors with (while we still have it), this event is for you! This will be a very chill (no pun intended!) way to meet a partner for the apocalypse, a socialist summer fling, or just make some climate comrades! NOTE: this event is open to all ages, sexualities and genders-- it'll take all of us to make the revolution!",https://www.eventbrite.com/o/inner-climates-team-13147446378
Climate Resiliency in Community Gardens,"Learn about design principles, green infrastructure, native plants, and other strategies to enhance climate resiliency in community gardens","August 26, 2023, 1:00 PM","August 26, 2023, 3:00 PM","The Garden by the Bay, 4-80 Beach 43rd Street Queens, NY 11691",NYC,https://www.eventbrite.com/e/climate-resiliency-in-community-gardens-tickets-626526757397,"Climate change is one of the most pressing issues of our time. Learn about design principles, green infrastructure, native plants, and other strategies to enhance climate resiliency in community gardens facing changing seasonal temperatures and flooding. Learn about the role that community gardens play in addressing climate change through biodiversity and sustainable gardening practices. Garden by the Bay is the first TestBeds (testbeds.org) site, an initiative that reuses architectural prototypes in new community garden structures. Participants can explore their new structure: a combination of a greenhouse, community room, storage shed, and covered outdoor space, completed in September 2022.  T﻿his workshop is presented in partnership with the Urban Park Rangers.P﻿hoto by Desiree Rios/The New York Times",https://www.eventbrite.com/o/nyc-parks-greenthumb-15679243764
Thinking About Disability and Climate Change,"Disability must be addressed as an important part of climate policy because it is present in every race, sex, class, sexual preference, age, and everything else. Disability is the part of an identity that gets left out because no one wants to think it matters and everyone is afraid a disability could happen to them. Inclusion of people with disabilities is a key issue in climate policy.","September 20, 2023, 1:30 PM","September 20, 2023, 3:00 PM","12 East 41st Street Room 701 New York, NY 10017",NYC,https://www.eventbrite.co.uk/e/thinking-about-disability-and-climate-change-tickets-662024110937,"Disability must be addressed as an important part of climate policy because it is present in every race, sex, class, sexual preference, age, and everything else.  Disability is the part of an identity that gets left out because no one wants to think it matters and everyone is afraid a disability could happen to them. Inclusion of people with disabilities is a key issue in climate policy.Having a disability is part of the human condition and disabled people form a subset of every community.  Many of us lead interesting, productive, and fulfilling lives. We are problem solvers and have figured out creative ways using technology and other assistive accommodations to manage and sustain our bodies and our minds. People with disabilities are uniquely impacted by climate change due to a lack of resources and because policy makers don’t understand what we need to survive in environmentally compromised circumstances. In this workshop participants will: ·	   Recognize the contributions by people with disabilities who have led the fight and advocated for laws, such as 504 and the Americans with Disabilities Act, that have led to greater accessibility and inclusion throughout society, ·	   Learn about disability oppression and how it plays out in unintended ways.  ·	   Examine the manifestations of disability oppression in the environmental movement and the impact of climate change on this population, ·	   Learn about issues such as extreme heat, lack of effective communication, decrease in clean water, and loss of electricity, that have disastrous effects on the well-being of people with disabilities,·	   Learn about the theory and practice the tools of Sustaining All Life as strategies to overcome the effects of disability oppression in our individual lives and societies. In Sustaining All Life we work to (1) create awareness of the emotional feelings that interfere with fresh thinking about and acting to environmental degradation and (2) undo this damage on an individual basis. We offer mutual support, engaged listening, and a process to help people work against the effects of oppression and other hurts. Using this process allows us to think more clearly about the environmental crisis, build and strengthen alliances, and enjoy working together to set the world right. Together, we can create a just, sustainable future for everyone.",https://www.eventbrite.co.uk/o/diane-shisk-67466229743
Climate Cafe (7/17),Join us for a Climate Cafe on July 17th to discuss the difficult emotions that arise out of the ongoing climate emergency.,"July 17, 2023, 6:30 PM","July 17, 2023, 8:00 PM","176 9th Avenue New York, NY 10011",NYC,https://www.eventbrite.com/e/climate-cafe-717-tickets-668345759157,"Join us for the NYC Climate Cafe on Mon July 17 at 6:30-8 PM  at 176 9th Avenue, New York, NY 10011. This is an in-person event. Climate Cafes represent an opportunity to discuss difficult emotions that arise out of the climate crisis - everything from anxiety, fear, dread, hopelessness, and anger - in a supportive environment of peers. Climate Cafes are non-clinical, non-directive spaces where attendees can hold space for each others’ emotions without trying to fix other people. At it’s core, it can be meaningful to spend time with others who feel the same way.Participating in Climate Cafes can be cathartic for many who are aware of the ongoing climate emergency. It can break through the “business as usual” of daily life. Especially in local environments, it can be an opportunity to connect with neighbors or friends on ways to deepen our communities and increase our collective resiliency to the coming challenges.This event is open to all and nobody will be turned away for lack of funds. There is a suggested donation of $10 to cover snacks + location fees if you're able to. Any proceeds beyond break-even will be donated to GrowNYC and Earthjustice. Contact us at @climatecafenyc on Instagram with any questions!",https://www.eventbrite.com/o/climate-cafe-nyc-65667042983
Climate Forecast Briefing,"The International Research Institute for Climate and Society (IRI) presents its climate forecast briefing in which the IRI's seasonal, sub-seasonal and ENSO (El Niño Southern Oscillation) forecasts are discussed by IRI climate scientists Azhar Ehsan and Bohar Singh.","February 15, 2024, 2:00 PM","February 15, 2024, 3:00 PM",Online,NYC,https://www.climate.columbia.edu/events/monthly-overview-iris-global-seasonal-climate-forecasts-and-enso-status-and-forecast-37,"The International Research Institute for Climate and Society (IRI) presents its climate forecast briefing. The IRI's seasonal, sub-seasonal and ENSO (El Niño Southern Oscillation) forecasts are discussed in this monthly briefing by IRI climate scientists Azhar Ehsan and Bohar Singh.
For more information, please see: https://iri.columbia.edu/our-expertise/climate/
      
                    
                    
                    
                    
                                        
                      Contact Information
                                              
            IRI Seminar
      
                                                                                          
            Seminar@iri.columbia.edu",
Columbia Climate School,"The International Research Institute for Climate and Society (IRI) presents its climate forecast briefing. The IRI's seasonal, sub-seasonal and ENSO (El Niño Southern Oscillation) forecasts are discussed in this monthly briefing by IRI climate scientists Azhar Ehsan and Bohar Singh.","January 18, 2024, 2:00 PM","January 18, 2024, 3:00 PM",Online,NYC,https://www.climate.columbia.edu/events/monthly-overview-iris-global-seasonal-climate-forecasts-and-enso-status-and-forecast-36,"The International Research Institute for Climate and Society (IRI) presents its climate forecast briefing. The IRI's seasonal, sub-seasonal and ENSO (El Niño Southern Oscillation) forecasts are discussed in this monthly briefing by IRI climate scientists Azhar Ehsan and Bohar Singh.
For more information, please see: https://iri.columbia.edu/our-expertise/climate/
      
                    
                    
                    
                    
                                        
                      Contact Information
                                              
            IRI Seminar
      
                                                                                          
            Seminar@iri.columbia.edu",
Climate Week NYC 2022,"The International Research Institute for Climate and Society (IRI) presents its climate forecast briefing. The IRI's seasonal, sub-seasonal and ENSO (El Niño Southern Oscillation) forecasts are discussed in this monthly briefing by IRI climate scientists Azhar Ehsan and Bohar Singh.","December 21, 2023, 2:00 PM","December 21, 2023, 3:00 PM",Online,NYC,https://www.climate.columbia.edu/events/monthly-overview-iris-global-seasonal-climate-forecasts-and-enso-status-and-forecast-35,"The International Research Institute for Climate and Society (IRI) presents its climate forecast briefing. The IRI's seasonal, sub-seasonal and ENSO (El Niño Southern Oscillation) forecasts are discussed in this monthly briefing by IRI climate scientists Azhar Ehsan and Bohar Singh.
For more information, please see: https://iri.columbia.edu/our-expertise/climate/
      
                    
                    
                    
                    
                                        
                      Contact Information
                                              
            IRI Seminar
      
                                                                                          
            Seminar@iri.columbia.edu",
LDEO Earth Science Colloquium,"The Earth Science Colloquium Series, sponsored by Lamont-Doherty Earth Observatory and Columbia University Department of Earth and Environmental Sciences (DEES), provides a lively forum for discussing a wide variety of topics within the Earth sciences and related fields. Colloquia are attended by the full range of scientific and technical staff at LDEO. Colloquium attendance is required of all pre-orals DEES graduate students. The Colloquium Series supports the Lamont Seminar Diversity Initiative.","December 1, 2023, 3:30 PM","December 1, 2023, 4:30 PM","Lamont-Doherty Earth Observatory, 61 Route 9W, Palisades, NY 10964",NYC,https://www.climate.columbia.edu/events/ldeo-earth-science-colloquium-10,"The Earth Science Colloquium Series, sponsored by Lamont-Doherty Earth Observatory and Columbia University Department of Earth and Environmental Sciences (DEES), provides a lively forum for discussing a wide variety of topics within the Earth sciences and related fields. Colloquia are attended by the full range of scientific and technical staff at LDEO. Colloquium attendance is required of all pre-orals DEES graduate students. The Colloquium Series supports the Lamont Seminar Diversity Initiative. 
      
                    
                    
                    
                    
                                        
                      Contact Information
                                              
            Dr. Einat Lev
      
                                                                                          
            colloquiumcommittee@ldeo.columbia.edu",
Climate Week NYC 2022,"The International Research Institute for Climate and Society (IRI) presents its climate forecast briefing. The IRI's seasonal, sub-seasonal and ENSO (El Niño Southern Oscillation) forecasts are discussed in this monthly briefing by IRI climate scientists Azhar Ehsan and Bohar Singh.","November 16, 2023, 2:00 PM","November 16, 2023, 3:00 PM",Online,NYC,https://www.climate.columbia.edu/events/monthly-overview-iris-global-seasonal-climate-forecasts-and-enso-status-and-forecast-34,"The International Research Institute for Climate and Society (IRI) presents its climate forecast briefing. The IRI's seasonal, sub-seasonal and ENSO (El Niño Southern Oscillation) forecasts are discussed in this monthly briefing by IRI climate scientists Azhar Ehsan and Bohar Singh.
For more information, please see: https://iri.columbia.edu/our-expertise/climate/
      
                    
                    
                    
                    
                                        
                      Contact Information
                                              
            IRI Seminar
      
                                                                                          
            Seminar@iri.columbia.edu",
LDEO Earth Science Colloquium," The Earth Science Colloquium Series, sponsored by Lamont-Doherty Earth Observatory and Columbia University Department of Earth and Environmental Sciences (DEES), provides a lively forum for discussing a wide variety of topics within the Earth sciences and related fields."," November 10, 2023, 3:30 PM"," November 10, 2023, 4:30 PM"," Lamont-Doherty Earth Observatory, 61 Route 9W, Palisades, NY 10964",NYC,https://www.climate.columbia.edu/events/ldeo-earth-science-colloquium-9,"The Earth Science Colloquium Series, sponsored by Lamont-Doherty Earth Observatory and Columbia University Department of Earth and Environmental Sciences (DEES), provides a lively forum for discussing a wide variety of topics within the Earth sciences and related fields. Colloquia are attended by the full range of scientific and technical staff at LDEO. Colloquium attendance is required of all pre-orals DEES graduate students. The Colloquium Series supports the Lamont Seminar Diversity Initiative. 
      
                    
                    
                    
                    
                                        
                      Contact Information
                                              
            Dr. Einat Lev
      
                                                                                          
            colloquiumcommittee@ldeo.columbia.edu",
LDEO Earth Science Colloquium,"The Earth Science Colloquium Series, sponsored by Lamont-Doherty Earth Observatory and Columbia University Department of Earth and Environmental Sciences (DEES), provides a lively forum for discussing a wide variety of topics within the Earth sciences and related fields. Colloquia are attended by the full range of scientific and technical staff at LDEO. Colloquium attendance is required of all pre-orals DEES graduate students. The Colloquium Series supports the Lamont Seminar Diversity Initiative.","November 3, 2023, 3:30 PM","November 3, 2023, 4:30 PM","Lamont-Doherty Earth Observatory, 61 Route 9W, Palisades, NY 10964",NYC,https://www.climate.columbia.edu/events/ldeo-earth-science-colloquium-8,"The Earth Science Colloquium Series, sponsored by Lamont-Doherty Earth Observatory and Columbia University Department of Earth and Environmental Sciences (DEES), provides a lively forum for discussing a wide variety of topics within the Earth sciences and related fields. Colloquia are attended by the full range of scientific and technical staff at LDEO. Colloquium attendance is required of all pre-orals DEES graduate students. The Colloquium Series supports the Lamont Seminar Diversity Initiative. 
      
                    
                    
                    
                    
                                        
                      Contact Information
                                              
            Dr. Einat Lev
      
                                                                                          
            colloquiumcommittee@ldeo.columbia.edu",
LDEO Earth Science Colloquium,"The Earth Science Colloquium Series, sponsored by Lamont-Doherty Earth Observatory and Columbia University Department of Earth and Environmental Sciences (DEES), provides a lively forum for discussing a wide variety of topics within the Earth sciences and related fields. Colloquia are attended by the full range of scientific and technical staff at LDEO. Colloquium attendance is required of all pre-orals DEES graduate students. The Colloquium Series supports the Lamont Seminar Diversity Initiative.","October 27, 2023, 3:30 PM","October 27, 2023, 4:30 PM","Lamont-Doherty Earth Observatory, 61 Route 9W, Palisades, NY 10964",NYC,https://www.climate.columbia.edu/events/ldeo-earth-science-colloquium-7,"The Earth Science Colloquium Series, sponsored by Lamont-Doherty Earth Observatory and Columbia University Department of Earth and Environmental Sciences (DEES), provides a lively forum for discussing a wide variety of topics within the Earth sciences and related fields. Colloquia are attended by the full range of scientific and technical staff at LDEO. Colloquium attendance is required of all pre-orals DEES graduate students. The Colloquium Series supports the Lamont Seminar Diversity Initiative. 
      
                    
                    
                    
                    
                                        
                      Contact Information
                                              
            Dr. Einat Lev
      
                                                                                          
            colloquiumcommittee@ldeo.columbia.edu",
Ethics in Action: the role of CBOs and NGOs,"Discover how youth leadership and innovation can contribute to addressing global climate change and achieving the Sustainable Development Goals (SDGs) by joining our upcoming webinar series titled ""Fostering Youth-Led Innovation for the SDGs.""","October 23, 2023, 2:00 PM","October 23, 2023, 3:00 PM",Online,NYC,https://www.climate.columbia.edu/events/ethics-action-role-cbos-and-ngos,"Discover how youth leadership and innovation can contribute to addressing global climate change and achieving the Sustainable Development Goals (SDGs) by joining our upcoming webinar series titled ""Fostering Youth-Led Innovation for the SDGs."" Delivered jointly by Entrepreneurship @ Environment at the University of Waterloo and Center for Sustainable Development at Columbia University, this series will explore ‘how’ and ‘why’ transformative approaches to education can be used as a vehicle for empowering young people to drive the type of innovations and entrepreneurial ventures that are necessary to drive progress on the 2030 agenda. 
The webinars, held from June to October, will cover topics such as sustainability curriculum design, scaling and commercializing sustainable ventures, climate communications and much more. Designed to be inclusive in its content delivery and relevancy, this series is open to all with a passion for driving systemic change for sustainable development. Additionally, this series will tie into COP28, where a white paper on sustainability education will be presented in Dubai to emphasize the criticality of transformative educational approaches that empower young entrepreneurs as global citizens for sustainability.
Webinar Series Details:
Purpose: Foster youth leadership, innovation, and entrepreneurial capabilities through transformative approaches to sustainability education and training.
Target Audience(s): Youth (18-30), educators, trainers, practitioners, entrepreneurs, and researchers.
Timeline: Spanning from June to October 2023, this webinar series consists of six virtual webinars led by experts in the field on topics including sustainability curriculum development, youth innovation and leadership skills development, and ethics in action, among other themes relating to Education for Sustainable Development (ESD), the Sustainable Development Goals (SDGs), and youth leadership.
Accessibility: Webinars will be delivered with live translation in English, French, and Spanish. Webinars will also incorporate a range of innovative approaches to knowledge dissemination, mobilization, and translation.
Registration forthcoming. 
 
 
 
      
                    
                    
                    
                    
                                        
                      Contact Information
                                              
            Radhika Iyengar
      
                                                                                          
            ri2123@columbia.edu",
