Event Name,Short Description,Start,End,Location,City,Event URL,Source CSV,organizer_link-href,Full_description
"The Nest Climate Campus, Official Event Partner of Climate Week NYC 2023",Creates a Community for Accelerating Climate Action,9/19/23 8:30,9/21/23 17:30,"445 11th Avenue New York, NY 10001",NYC,https://www.eventbrite.com/e/the-nest-climate-campus-official-event-partner-of-climate-week-nyc-2023-tickets-483373441977,/Users/raiidahmed/Desktop/climate_tech_eventbrite_climate_nyc.csv,https://www.eventbrite.com/o/nxt-events-media-group-33584111599,"The Nest Climate CampusThe Nest Climate Campus,  home to hundreds of sustainable brands, businesses, individuals, and organizations, provides a unifying destination for climate action during Climate Week NYC.  We aim to accelerate climate solutions through collaboration and community. That’s why The Nest Climate Campus hosts cutting-edge discussions on the Main Stage, partners with leading organizations to bring Co-hosted Events under one green roof at the Javits Center, and bolsters rich networking opportunities through the various community engagement activities.It's all happening at the Javits Center during Climate Week NYC (September 19 - 21, 2023). About The Main StageWith your complimentary ticket, access the brightest minds and most committed organizations of the climate solutions movement! The Nest Climate Campus's Main Stage brings thought-leaders from leading organizations and the climate community together for two full days of education, inspiration, and collaboration. About The Campus Community Engagements & HappeningsConnecting communities is paramount at The Nest Climate Campus. In addition to the Summit Main Stage conference and Co-hosted Meetings & Events, attendees will enjoy extended community engagement activities. Partake in the many opportunities to explore, network, and feast!CLIMATE COLLECTIVEActivations and Networking Spaces Provide an Environment for Connecting with Colleagues and Discovering Climate Solutions. CLIMATE ARTSDesigned to Inspire, Immerse Yourself in the Intersection of Art and Action.GREEN ROOF TOURSThe Javits Center will be offering free tours of its 6.75-acre green roof, one of the largest of its kind in the United States! GARDEN EATERYAdjacent to the Javits' rooftop farm, orchard, and gardens, feast on a plant-based menu with vegan and vegetarian options for breakfast and lunch, and learn something new! Experience the circular story around the Javits food management system – from roof to table, local sourcing, and waste management. SPECIAL APPEARANCESHear from some of the most influential thought-leaders in the New York government and NGOs who are championing legislation and community service.  Please see our health & safety policy before arriving to the event. By registering for The Nest Climate Campus event, you agree to the event organizer's photo & video policy and privacy policy."
The Regenerative Travel Summit 2023,Join us to create the paradigm shift towards a regenerative future for the travel industry,9/20/23 14:00,9/20/23 19:00,"80 Wythe Avenue Brooklyn, NY 11249",NYC,https://www.eventbrite.ch/e/the-regenerative-travel-summit-2023-tickets-633301019397,/Users/raiidahmed/Desktop/climate_tech_eventbrite_climate_nyc.csv,https://www.eventbrite.ch/o/regenerative-travel-34230472675,"The Regenerative Travel Summit event during Climate Week 2023 is designed to inspire and showcase diverse and unexpected thought leadership, challenging participants to build an industry that generates abundance for all. We believe in creating a non-extractive, immersive, inclusive, and equitable tourism industry that benefits everyone involved. As the future of tourism is increasingly being shaped by regenerative principles, we aim to take the lead in this paradigm shift. Through this summit, we hope to push participants to embrace regenerative principles and become active agents of positive change in the travel industry."
Climate Tech Coalition Event - New York,The Exclusive Event by The Atlas Capital & SEA Climate Tech Coalition.,9/21/23 3:00,9/21/23 20:00,"to be announced New York City, NY 10001",NYC,https://www.eventbrite.co.uk/e/climate-tech-coalition-event-new-york-tickets-643580806517,/Users/raiidahmed/Desktop/climate_tech_eventbrite_climate_nyc.csv,https://www.eventbrite.co.uk/o/the-atlas-capital-66443399703,"🌍 Exclusively for invited guests, Atlas Capital presents a private Climate Tech Coalition Event that offers an intimate and engaging gathering tailored to family offices, ultra-high net worth individuals, and public sector leaders who are actively engaged in sustainability.🤵 Meet Djoann Fal, Atlas's General Partner, who will graciously serve as the event's host.🌱 The roundtables participate in conversations related to a range of sustainability areas, including deep climate technology, storage solutions for electric vehicles, capturing air directly, eco-friendly manufacturing, sustainable agriculture, advancements in ocean-related technologies, water technologies, circular economy practices, and other related topics.🎉 Join us for a night of networking and knowledge sharing in a relaxed and informal setting. The event will take place in Bangkok, a vibrant city at the forefront of sustainable initiatives.📍 L﻿earn more: https://www.theatlascapital.com/"
Lamont-Doherty Earth Observatory (LDEO) Open House,"Join us for lab tours, participate in hands-on earth science activities with our scientists, and learn from world-renowned researchers about their latest discoveries",10/14/23 10:00,10/14/23 16:00,"61 Route 9W, Palisades, NY 10964",Palisades,https://www.climate.columbia.edu/events/lamont-doherty-earth-observatory-ldeo-open-house-0,/Users/raiidahmed/Desktop/climate_tech_columbia_climate_nyc.csv,,"We will be back on campus for the next Open House on October 14, 2023. Program details will be posted as it comes available. Please visit the Open House Website for the latest information.
Whether you’re an aspiring young scientist or a long-time science enthusiast, you’re sure to enjoy Lamont-Doherty’s Open House. Join us for lab tours, participate in hands-on earth science activities with our scientists, and learn from world-renowned researchers about their latest discoveries.
Open House is free and open to the public, with a $5 suggested donation.
      
                    
                    
                    
                    
                                        
                      Contact Information
                                              
            Climate School Events
      
                                                                                          
            events@climate.columbia.edu"
IRI's monthly climate forecast briefing,"The International Research Institute for Climate and Society (IRI) presents its climate forecast briefing. The IRI's seasonal, sub-seasonal and ENSO (El Niño Southern Oscillation) forecasts are discussed in this monthly briefing by IRI climate scientists Azhar Ehsan and Bohar Singh",10/19/23 14:00,10/19/23 15:00,Online,Online,https://www.climate.columbia.edu/events/monthly-overview-iris-global-seasonal-climate-forecasts-and-enso-status-and-forecast-33,/Users/raiidahmed/Desktop/climate_tech_columbia_climate_nyc.csv,,
Monthly overview of IRI's Global Seasonal Climate Forecasts and ENSO status and forecast,The International Research Institute for Climate and Society (IRI) presents its climate forecast briefing.,11/16/23 14:00,11/16/23 15:00,Online,Online,https://www.climate.columbia.edu/events/monthly-overview-iris-global-seasonal-climate-forecasts-and-enso-status-and-forecast-34,/Users/raiidahmed/Desktop/climate_tech_columbia_climate_nyc.csv,,"The International Research Institute for Climate and Society (IRI) presents its climate forecast briefing. The IRI's seasonal, sub-seasonal and ENSO (El Niño Southern Oscillation) forecasts are discussed in this monthly briefing by IRI climate scientists Azhar Ehsan and Bohar Singh.
For more information, please see: https://iri.columbia.edu/our-expertise/climate/
      
                    
                    
                    
                    
                                        
                      Contact Information
                                              
            IRI Seminar
      
                                                                                          
            Seminar@iri.columbia.edu"
Monthly overview of IRI's Global Seasonal Climate Forecasts and ENSO status and forecast,The International Research Institute for Climate and Society (IRI) presents its climate forecast briefing.,12/21/23 14:00,12/21/23 15:00,Online,Online,https://www.climate.columbia.edu/events/monthly-overview-iris-global-seasonal-climate-forecasts-and-enso-status-and-forecast-35,/Users/raiidahmed/Desktop/climate_tech_columbia_climate_nyc.csv,,"The International Research Institute for Climate and Society (IRI) presents its climate forecast briefing. The IRI's seasonal, sub-seasonal and ENSO (El Niño Southern Oscillation) forecasts are discussed in this monthly briefing by IRI climate scientists Azhar Ehsan and Bohar Singh.
For more information, please see: https://iri.columbia.edu/our-expertise/climate/
      
                    
                    
                    
                    
                                        
                      Contact Information
                                              
            IRI Seminar
      
                                                                                          
            Seminar@iri.columbia.edu"
Quantifying ESG Risk,This in-person conversation will provide valuable insights into the rapidly growing field of ESG Risk and its impact on the emerging world.,6/1/23 17:15,6/1/23 19:45,"New York City Bar Association, 42 West 44th Street New York, NY 10036",NYC,https://www.eventbrite.com/e/quantifying-esg-risk-tickets-630970659227,/Users/raiidahmed/Desktop/climate_tech_eventbrite_climate_nyc.csv,https://www.eventbrite.com/o/prmia-61381240913,"The world has come to recognize the impact of ESG issues on an entity’s financial health and viability. As ESG issues become increasingly pertinent to both the developed and the emerging world, there is a greater need to quantity risk(s) emanating from company operations and developing tools to measure and manage ESG risks. Since the materiality of ESG issues differs by industry, a common quantification system to compare entity performance on ESG parameters is the need of the hour. This is important to have cross-entity evaluation as well. Quantifying ESG risk involves understanding relevant ESG factors for an entity, understanding each factor’s importance for the entity, assigning weights based on the importance, and then scoring an entity’s initiatives and measures to mitigate the ESG risk. The approach to quantify ESG risk works like a common currency to compare entities on a uniform scale and provide a quick idea about their management of ESG issues.
P﻿anelists: H﻿enry Shilling, Moderator, ESG ExpertS﻿hailesh Dhuri, CEO, Decimal Point AnalyticsJ﻿ohn Finnerty, Ph.D., Professor, Fordham UniversityRichard Freund, Associate Director, CDP Capital MarketsB﻿ruce Kahn, Ph.D., Head of ESG Implementation, Sr. Portfolio Mgr., Shelton Sustainable Equity FundH﻿enry Shilling - ModeratorFounder and Director of Research, Sustainable Research and Analysis LLC, a NYC-based firm sustainable investing research firm (https://sustainableinvest.com), providing research, sustainable finance consulting, and educational/training services.Previously with Moody’s Investors in various capacities spanning 25-years, Henry in more recent years initiated and coordinated Moody’s worldwide ESG efforts by expanding disclosure and increasing transparency in research, ratings and analysis to reflect the impacts of environmental, social and governance (ESG) risks in the assessment of creditworthiness across all sectors, including corporate, financial institutions, sovereign and sub-sovereign as well as structured finance instruments.  He was also responsible for developing the firm’s green bonds assessment methodology and launching the firm’s global green bonds assessment service.	 Henry is the author of The International Guide to Securities Market Indices which was published in 1996 by International Publishing Corp., Chicago, Illinois. He is a contributor to Money Market Funds in the EU and the US, published in 2014 by Oxford University Press.Henry is a member and serves on the board of the Fixed Income Analysts Society (FIASI).   He earned a B.A. in economics from Lehman College, City University of New York in 1971.S﻿hailesh Dhuri - CEO, Decimal Point AnalyticsA result driven professional with nearly three decades of experience in Entrepreneurship, Fund Management and Artificial Intelligence for Data Analytics. He is a highly sought-after leader and Innovator in the space of real life applications of artificial intelligent technology that are used in massive data, quantitive, statistical analysis, and algorithms. His passion for innovation and technology driven solutions has been the backbone of Decimal Point Analytics since its inception in 2003.Shailesh has not only built strong and successful businesses of his own, but he has also supported many notable organizations in creating and sustaining a dynamic environment, even at the beginning of his career. From being instrumental in setting up Unit Trust India’s first Private Sector Bank to launching India’s first Money Market Fund back in 90’s, his vision for future has remained unparalleled to date.He is an alumnus of some of the most prestigious educational institutes in India and yet considers himself to be a forever student of mathematics and Philosophy. His strong academics include an MBA from IIM Bangalore, FRM from GARP, PRM from PRMIA, CFA from ICFAI, CWA from ICWAI and Bachelor of Commerce from Mumbai University are the key founding pillars of his career as an analyst and strategist of par excellence.He currently overlooks Growth Strategy, Financial Planning, Corporate Governance and Risk Analysis for Decimal Point Analytics, Algocircle and Advance Investment Machines in the capacity of CEO and as an honorable board member. With his strong business acumen, he is focused on building new industry verticals by delivering excellent Business Strategy, Audit Plans and Risk Analysis for his current as well future venturesJ﻿ohn Finnerty - Ph.D., Professor, Fordham UniversityDr. John D. Finnerty is Professor of Finance at Fordham University’s Gabelli School of Business where he was the founding Director of the Master of Science in Quantitative Finance Program.  He has taught courses in climate finance, fixed income securities, fixed income portfolio management, corporate finance, and investment banking.  He is also Managing Principal of Finnerty Economic Consulting, LLC and an Academic Affiliate of AlixPartners, LLP.  Dr. Finnerty specializes in business valuation, securities valuation, derivatives valuation, solvency analysis, calculation of damages, and litigation support.  He has testified as an expert in valuation, broker raiding, and securities and other financial matters in federal and state court and in arbitration and mediation proceedings.Dr. Finnerty was an investment banker for 20 years.  He worked for Morgan Stanley, Lazard Freres, and Houlihan Lokey Howard & Zukin.  He was a partner of McFarland Dewey for six years.  He was also Executive Vice President, Chief Financial Officer, and a Director of College Savings Bank where he co-invented the CollegeSure CD, a zero-duration college inflation CD, and a related insurance product.He is a former President and Director of the Fixed Income Analysts Society.  He was inducted into the Fixed Income Analysts Society Hall of Fame in 2011.  Dr. Finnerty is a former Director of the Financial Management Association.  He is also a Trustee and a former Chair of the Trustees and a former President and Director of the Eastern Finance Association.  He served as a member of FASB’s Option Valuation Group in connection with the revision of FAS 123.  Dr. Finnerty has published 16 books, including Corporate Financial Management, 5th ed., Project Financing: Asset-Based Financial Engineering, 3rd ed., Principles of Financial Management, and Debt Management, and more than 130 articles and professional papers in fixed income, corporate finance, business and securities valuation, and other areas of finance.  He is writing a book on how businesses can manage their climate change risk exposure.  Dr. Finnerty is a former editor of Financial Management, one of the leading academic finance journals, and a former editor of FMA Online.  Two of Dr. Finnerty’s articles, “An Average-Strike Put Option Model of the Marketability Discount,” which was published in the Journal of Derivatives in 2012, and “The Impact of Stock Transfer Restrictions on the Private Placement Discount,” which was published in Financial Management in 2013, develop the average-strike put option model of the discount for lack of marketability and validate the model by testing it on a sample of common stock private placements.  The model is widely used by stock appraisers, and it has been recommended on the SEC’s website as a useful resource for calculating marketability discounts.Richard Freund - Associate Director, CDP Capital MarketsRichard Freund is Associate Director on CDP North America’s Capital Markets team, overseeing CDP’s engagement with asset managers and owners in the United States and Canada. He also leads CDP’s municipal/sub-sovereign debt program, working with a range of global investors, underwriters, credit rating agencies, and other capital markets participants on municipal sustainable infrastructure development and municipal climate risk disclosure. CDP is a global not-for-profit seeking a thriving economy that works for people and planet in the long term. CDP focuses the capital markets, corporations, and governments on the key actions necessary to build a truly sustainable economy by measuring and managing their environmental impact.Bruce M. Kahn - Ph.D., Head of ESG Implementation, Sr. Portfolio Mgr., Shelton Sustainable Equity FundBruce Kahn is the Portfolio Manager of Shelton Capital Management’s Sustainable Equity Fund.  Previously, Bruce was responsible for delivering technical advice to investors on MSCI’s ESG and Climate Solutions tools and data sets for investment decision making, risk management, reporting and engagement.  His previous 18 years of work experience includes Institutional Portfolio Management, Wealth Management and ESG + Climate Change Investment Research, as well as E&S Risk assessment at firms such as Citibank, Deutsche Bank, Macquarie Global Inc., and Sustainable Insight Capital Management.  Bruce has worked across various investment themes including cleantech, real estate, water and agriculture, as well as ESG/SRI strategies. Bruce served as Trustee and Chair of the Finance Committee of the Robert and Patricia Switzer Foundation for 10 years and prior to that served on the Board of the Jesse Smith Noyes Foundation, as a Member of the Board of the US SIF:  The Forum for Sustainable and Responsible Investment, and as Board Member and Treasurer of Confluence Philanthropy.  Bruce also served on Technical Review panel of National Renewable Energy Laboratory, as a member of the board of visitors for the Gaylord Nelson Institute of Environmental Studies at the University of Wisconsin, Madison, as a Due Diligence Advisor on the Advisory Panel of Mercer Investment Consulting and Management’s Sustainable Opportunities Fund and as a founding member of the Investor Advisory Group Member of the Sustainable Accounting Standards Board (SASB). Bruce earned a PhD in Land Resources from University of Wisconsin, Madison, an MS in Fisheries and Allied Aquacultures from Auburn University, and a BA in Ecology and Evolutionary Biology from the University of Connecticut. Bruce served as an Agriculture Extension Agent in the United States Peace Corps in the Republic of Cameroon, (1989-1993), as a Fulbright Scholar in Israel from 1999-2001 and has been teaching courses in Sustainable Finance, Statistics and Agriculture as an adjunct professor at Columbia University’s Earth Institute since 2012."
A TREE GROWS IN BROOKLYN,Art Exhibition,6/1/23 18:00,6/1/23 21:00,"67 35th Street Brooklyn, NY 11232",NYC,https://www.eventbrite.com/e/a-tree-grows-in-brooklyn-tickets-643166677847,/Users/raiidahmed/Desktop/climate_tech_eventbrite_climate_nyc.csv,https://www.eventbrite.com/o/tanya-weddemire-gallery-59183503693,"Our life is suchlike a tree. A tree goes through several stages in its life cycle as it grows similar to a human being. Every leaf from a tree is like a dream, and when the leaves fall, dreams disappear. However, when the tree grows new leaves, life brings wonderful new opportunities. N. CARLOS J solo activation “A TREE GROWS IN BROOKLYN” illustrates memories while chasing dreams growing up in Brooklyn, New York in the late 80's and early 90's."
Yedoye Travis: Steve Harvey Caused Climate Change,A comedy show featuring Yedoye Travis,6/1/23 22:00,6/1/23 23:30,"702 Union St. Brooklyn, NY 11215",NYC,https://www.eventbrite.com/e/yedoye-travis-steve-harvey-caused-climate-change-tickets-641003016277,/Users/raiidahmed/Desktop/climate_tech_eventbrite_climate_nyc.csv,https://www.eventbrite.com/o/union-hall-17899496497,Yedoye Travis had a name for his new hour of comedy before he wrote any of it and now he feels trapped by an unreasonable and probably illegal thesis statement.9:30pm Doors / 10:00pm Show$10 advance / $15 at the doorAges 21+*Please note this event will be mixed seated/standing. Arrive early for best seat selection.
Harlem River  Greenway Walking Tour,A walking tour along the Harlem River from Roberto Clemente State Park to High Bridge to discuss ways to reach full potential as part of the larger NYC greenway network and become an asset to the community,6/3/23 9:30,6/3/23 11:00,"301 West Tremont Avenue The Bronx, NY 10453",NYC,https://www.eventbrite.com/e/harlem-river-greenway-walking-tour-tickets-628554542557,/Users/raiidahmed/Desktop/climate_tech_waterfront_nyc.csv,,"Join NYC H2O for a waterfront walk along the Harlem River from Roberto Clemente Park to High Bridge led by Chauncy Young and Daune Bailey-Castro. Meet us at Roberto Clemente State Park Entrance (Statue) between 9-9:30am, walk will depart promptly at 9:30am."
National Trails Day: Marine Park,"Join the NYC Parks Stewardship team and the Natural Areas Conservancy for National Trails Day! Volunteers will contribute to ongoing restoration work and learn the importance of species diversity to ecosystem health, as well as close desire lines in order to help restore the forest and create a healthier ecosystem. Come dressed in sturdy boots or shoes, long pants, and clothing that can get dirty. Face masks may be worn at your discretion. Space is limited and registration is required. Volunteers under 18 must be accompanied by a chaperone.",6/3/23 10:00,6/3/23 13:00,"Flatbush, Gerritsen & Fillmore Aves, Jamaica Bay, Brooklyn",NYC,https://www.nycgovparks.org/reg/stewardship/13853,/Users/raiidahmed/Desktop/climate_tech_waterfront_nyc.csv,,"Rain or shine, this year’s City Island Spring Arts & Crafts Fair of 2023 will be featuring paintings, photography, jewelry, stained glass, native crafts, bath & body products, clothing, face painting, and more."
Alexis Rockman: Oceanus with Christina Brophy,Artist Alexis Rockman's monumental new series depicting an ominous and complex vision of ocean life affected by humankind,6/8/23 18:00,6/8/23 20:00,"Rizzoli Bookstore, 1133 Broadway, New York, NY 10010",NYC,https://www.eventbrite.com/e/alexis-rockman-oceanus-with-christina-brophy-tickets-630358668747,/Users/raiidahmed/Desktop/climate_tech_eventbrite_climate_nyc.csv,https://www.eventbrite.com/o/rizzoli-bookstore-11785715523,"O﻿n World Oceans Day, artist Alexis Rockman presents his monumental new series Oceanus  depicting an ominous and complex vision of ocean life affected by humankind. In conversation with Christina Brophy.P﻿LEASE NOTE: This free event is first come, first served; RSVPs are encouraged. Seating is limited. Doors open at 5:30 pm. Can't attend? Preorder your signed copy here.Fueled by an abiding concern with environmental crisis for more than three decades, contemporary artist Alexis Rockman (b. 1962) depicts an ominous and complex vision of ocean life affected by humankind in a monumental new series titled Oceanus. Alexis Rockman: Oceanus takes the viewer on a global journey of discovery beneath the world's changing seas, through the artist's ethereal and sublime renderings of real and imaginary marine life within a fragile ecosystem. Published to accompany an ambitious traveling exhibition in North America and abroad, this volume documents Rockman's newly executed 8 x 24-foot panoramic painting Oceanus and ten related large watercolors, important works that tell the story of humanity's indelible relationship with the ocean and the connections between the sea and our own survival, as the artist deftly weaves natural history, art history, archaeology, adventure, political analysis, and science into a story about the human condition. Complementing this stunning presentation of Rockman's paintings--as well as many details and photographs documenting the artist's process, along with a rich selection of contextual imagery--are essays by leading writers and scholars on such topics as maritime and oceanic history and Rockman's work within the larger context of art history.
Alexis Rockman is a contemporary American painter known for his fantastical paintings of dystopian natural environments. Rockman tackles ecological issues—such as climate change and species extinction—through his large-scale artworks. Part-artist, part-activist, he confronts pressing social issues head on through carefully rendered paintings of animals and their rapidly changing environments.Christina Brophy is Senior Director of Museum Galleries and Senior Vice President of Curatorial Affairs at the Mystic Seaport Museum."
Lalela Ulwandle: Listen to the Sea, A gripping theatre production from South Africa which explores the many ways in which people are connected to the ocean.,6/12/23 19:00,6/12/23 21:00," 176 Saint Nicholas Avenue Brooklyn, NY 11237",NYC,https://www.eventbrite.com/e/lalela-ulwandle-listen-to-the-sea-tickets-640416953347,/Users/raiidahmed/Desktop/climate_tech_eventbrite_climate_nyc.csv,https://www.eventbrite.com/o/empatheatre-65335568793,"Lalela uLwandle is a research-based theatre project that makes visible stories of living with the ocean that are seldom seen or heard in the public domain. Lalela uLwandle means “Listen to the Sea” in isiZulu. At some point in our lives, many of us have picked up a large shell and placed it against our ears to hear the sound of the oceans within it. It is this image that we invoke in this project, of standing quietly on the beach and listening to the stories of the ocean, and the people who have an intimate relationship with it. Weaving the stories, histories and contemporary concerns of diverse South African coastal communities into an Empatheatre production, Lalela uLwandle explores themes of intergenerational environmental injustices, tangible and intangible ocean heritage, marine science and the myriad threats to ocean health.The performance sheds new light and hope on some of the well-known conundrums of ocean governance. Most noticeably it has surfaced intangible heritages of the ocean, and challenged evidence hierarchies in local law and international policy. Recently the audio play of Lalela uLwandle was used as evidence (along with two other short films from Empatheatre) in three court proceedings in legal cases against Oil and Gas giant Shell and the South African government in 2022. The play, was used as evidence to support the rich and powerful affidavits of small scale fishers and other ocean defenders in the case. This was the first time in SA history, that art was used as evidence in ocean governance, and found ways to represent indigenous intangible heritage in meaningful and inclusive ways. One of the most significant aspects of the play illustrates how natural and social scientists can collaborate with holders of different knowledge systems, respectfully and constructively, to develop a more integrated understanding of environmental challenges. The play also illuminates the close connections between human rights and ocean-climate governance, from the local to the international level. There will be a discussion with the audience after the performance, in which we look forward to engaging with different policy makers and publics, experts and stakeholders. During these discussions, we think critically about the importance of listening to and mutual learning among researchers, spiritual healers, small-scale fishers and other stakeholders, and how this can transform the way we understand unexplored connections to the ocean and its role in climate governance.  Lalela uLwandle is an invitation to a participatory public conversation on ocean governance in South Africa. It is funded under the One Ocean Hub, a five-country hub of researchers exploring more democratic methods of engagement in ocean governance. Admission FREE, Donations welcome. www.empatheatre.com find us on instagram and facebook @empatheatre"
IRI's Global Seasonal Climate Forecasts and ENSO status and forecast,Monthly overview of IRI's Global Seasonal Climate Forecasts and ENSO status and forecast,6/15/23 14:00,6/15/23 15:00,Online,Online,https://www.climate.columbia.edu/events/monthly-overview-iris-global-seasonal-climate-forecasts-and-enso-status-and-forecast-29,/Users/raiidahmed/Desktop/climate_tech_columbia_climate_nyc.csv,,"Events

          
            
                      Current and Upcoming
                  
        
        Monthly overview of IRI's Global Seasonal Climate Forecasts and ENSO status and forecast.

        

        
            
                
                    
                      Share
                    
                    
                      Add to Calendar:
                        
                                                        Calendar / Outlook
                                                        Google
                            Yahoo
                        
                    
                

                
                
                  
                    
                      
                      
                        June 15, 2023
                        2:00 PM - 3:00 PM
                                                America/New_York
                                                                                              
                    

                                        
                      
                      
                        
                          
                 Online 
      
                        

                                              
                    
                                      
                

                
                  
                                                                                  
                        
            The International Research Institute for Climate and Society (IRI) presents its climate forecast briefing. The IRI's seasonal, sub-seasonal and ENSO (El Niño Southern Oscillation) forecasts are discussed in this monthly briefing by IRI climate scientists Azhar Ehsan and Bohar Singh.
For more information, please see: https://iri.columbia.edu/our-expertise/climate/
      
                    
                    
                    
                    
                                        
                      Contact Information
                                              
            IRI Seminar
      
                                                                                          
            Seminar@iri.columbia.edu
      
                                                                
                    
                                                                  
                  

                                                        
                      AddThis Sharing ButtonsShare to FacebookFacebookShare to TwitterTwitterShare to LinkedInLinkedInShare to PrintPrint"
2023 International Regulatory Futures Forum,"Panel discussion on ""Electricity System Decarbonization: Where we Stand and the Challenges Ahead.""",6/15/23 17:00,6/15/23 18:30,"Columbia Law School, 435 W. 116 St., New York, NY 10027 William and June Warren Hall 309",NYC,https://www.climate.columbia.edu/events/2023-international-regulatory-futures-forum,/Users/raiidahmed/Desktop/climate_tech_columbia_climate_nyc.csv,,"Register on CU Events 
                      
                                                              
                        
            Panel discussion on ""Electricity System Decarbonization: Where we Stand and the Challenges Ahead."" This event is not part of the International Regulatory Futures Forum.
      
                    
                    
                    
                    
                                        
                      Contact Information
                                              
            Kemi Adetayo
      
                                                                    
            212 854 8213
      
                                                                    
            aa3547@columbia.edu
      
                                                                
                    
                                              
                      
                        Register on CU Events"
IRI's Global Seasonal Climate Forecasts and ENSO status and forecast.,The International Research Institute for Climate and Society presents its climate forecast briefing.,1/18/24 14:00,1/18/24 15:00,Online,Online,https://www.climate.columbia.edu/events/monthly-overview-iris-global-seasonal-climate-forecasts-and-enso-status-and-forecast-36,/Users/raiidahmed/Desktop/climate_tech_columbia_climate_nyc.csv,,
Biosphere,"Billy (Mark Duplass) and Ray (Sterling K. Brown) are lifelong best friends, brothers from another mother–and the last two men on earth.",6/8/23 20:00,6/8/23 23:30,"850 Third Ave Brooklyn, NY 11232",New York,https://www.eventbrite.com/e/biosphere-tickets-630305840737,/Users/raiidahmed/Desktop/climate_tech_eventbrite_climate_nyc.csv,https://www.eventbrite.com/o/rooftop-films-8137730134,"Date: Tuesday, June 13thVenue: Brooklyn Grange @ Sunset ParkAddress: 850 Third Ave, Brooklyn, NY 112328:00 PM: Doors Open8:30 PM: Live Music9:00 PM: Film Begins10:45PM: Q&A11:00 PM: After PartyBiosphereMel Eslyn | US | 106 minsBilly (Mark Duplass) and Ray (Sterling K. Brown) are lifelong best friends, brothers from another mother– and the last two men on earth. Their survival is largely due to Ray, a brilliant scientist who designed a domed structure with all the systems necessary to sustain life on a planet that could no longer support it. Their custom biosphere is outfitted with basic necessities and creature comforts that make it possible to retain a sense of what life used to be like. A hydroponic garden provides fresh vegetables and a carefully managed fishpond supplies essential protein. Recently, however, fish have begun dying at an alarming rate. With a mere three fish remaining, Billy and Ray face an ominous future. But life may yet find a way.,Dr. Marcy Later has devoted her life to nuclear fusion, a long-proposed but never realized renewable energy solution for climate change. At a scientific conference in New Orleans with her two young children, she neglects her maternal and professional responsibilities by hanging out with a group of Furries, who are attending their own conference at the same hotel -- all while a major hurricane gathers strength offshore.Courtesy of IFC Films and AMC Networks. Screening presented as part of the Alfred P. Sloan Science on Screen® series...........................................NO REFUNDS. IN THE EVENT OF RAIN, SHOW WILL TAKE PLACE AT THE SAME LOCATION. NO ALCOHOL IS PERMITTED..........................................FAQsAre there ID requirements or an age limit to enter the event?Rooftop Films are open to all ages, but ID and proof of age is required for entry. You must be 21+ to attend the after party.Can I bring food and drinks?No outside alcoholic beverages are allowed. Feel free to bring snacks and non-alcoholic beverages!Do I need to wear a mask?Masks are encouraged while interacting with staff, but not required.Where will the screening take place at the Brooklyn Grange?This screening will be held indoors at Brooklyn Grange Sunset Park's rooftop event space, accessible to all via elevator. Check in will be outside the mall lobby on the south side of the building at 850 3rd Ave, next to the parking lot. How accessible is this venue?This venue is accessible to all via elevator. If you have any concerns, please email us at tickets@rooftopfilms.com or call at 718-417-7362 for more information.I am a Rooftop Films member. How do I use my member benefits?Upon joining as a member you received a unique member ticket code. Click on ""tickets"" on this page and then ""enter promo code"". Enter your unique member code and press ""apply"". Interested in becoming a member? Learn more here.What are my transport/parking options for getting to the event?If you choose to drive, some street parking is available in the area; we recommend allowing 15 extra minutes to find parking in case spaces are limited. Please note that the adjacent parking lot is reserved for mall shoppers only and is open until 9pm. For a full list of Rooftop Films venues and directions visit www.rooftopfilms.com/venuesDo I have to bring my printed ticket to the event?No need to bring your ticket! Just give your name / name of the ticket holder at the door for entry."
