Event Name,Short Description,Start,End,Location,City,Relevance,Event URL,Extra1,Extra2,Source CSV,Full_description,organizer_link,organizer_link-href,full_description,web-scraper-start-url,event_details,event_details-href,Link,Full_Description
Quantifying ESG Risk,This in-person conversation will provide valuable insights into the rapidly growing field of ESG Risk and its impact on the emerging world.,2023-06-01 17:15,2023-06-01 19:45,"New York City Bar Association, 42 West 44th Street New York, NY 10036",New York,FALSE.,https://www.eventbrite.com/e/quantifying-esg-risk-tickets-630970659227,,,/Users/raiidahmed/Desktop/climate_tech_eventbrite_climate_nyc.csv,,PRMIA,https://www.eventbrite.com/o/prmia-61381240913,"The world has come to recognize the impact of ESG issues on an entity’s financial health and viability. As ESG issues become increasingly pertinent to both the developed and the emerging world, there is a greater need to quantity risk(s) emanating from company operations and developing tools to measure and manage ESG risks. Since the materiality of ESG issues differs by industry, a common quantification system to compare entity performance on ESG parameters is the need of the hour. This is important to have cross-entity evaluation as well. Quantifying ESG risk involves understanding relevant ESG factors for an entity, understanding each factor’s importance for the entity, assigning weights based on the importance, and then scoring an entity’s initiatives and measures to mitigate the ESG risk. The approach to quantify ESG risk works like a common currency to compare entities on a uniform scale and provide a quick idea about their management of ESG issues.
P﻿anelists: H﻿enry Shilling, Moderator, ESG ExpertS﻿hailesh Dhuri, CEO, Decimal Point AnalyticsJ﻿ohn Finnerty, Ph.D., Professor, Fordham UniversityRichard Freund, Associate Director, CDP Capital MarketsB﻿ruce Kahn, Ph.D., Head of ESG Implementation, Sr. Portfolio Mgr., Shelton Sustainable Equity FundH﻿enry Shilling - ModeratorFounder and Director of Research, Sustainable Research and Analysis LLC, a NYC-based firm sustainable investing research firm (https://sustainableinvest.com), providing research, sustainable finance consulting, and educational/training services.Previously with Moody’s Investors in various capacities spanning 25-years, Henry in more recent years initiated and coordinated Moody’s worldwide ESG efforts by expanding disclosure and increasing transparency in research, ratings and analysis to reflect the impacts of environmental, social and governance (ESG) risks in the assessment of creditworthiness across all sectors, including corporate, financial institutions, sovereign and sub-sovereign as well as structured finance instruments.  He was also responsible for developing the firm’s green bonds assessment methodology and launching the firm’s global green bonds assessment service.	 Henry is the author of The International Guide to Securities Market Indices which was published in 1996 by International Publishing Corp., Chicago, Illinois. He is a contributor to Money Market Funds in the EU and the US, published in 2014 by Oxford University Press.Henry is a member and serves on the board of the Fixed Income Analysts Society (FIASI).   He earned a B.A. in economics from Lehman College, City University of New York in 1971.S﻿hailesh Dhuri - CEO, Decimal Point AnalyticsA result driven professional with nearly three decades of experience in Entrepreneurship, Fund Management and Artificial Intelligence for Data Analytics. He is a highly sought-after leader and Innovator in the space of real life applications of artificial intelligent technology that are used in massive data, quantitive, statistical analysis, and algorithms. His passion for innovation and technology driven solutions has been the backbone of Decimal Point Analytics since its inception in 2003.Shailesh has not only built strong and successful businesses of his own, but he has also supported many notable organizations in creating and sustaining a dynamic environment, even at the beginning of his career. From being instrumental in setting up Unit Trust India’s first Private Sector Bank to launching India’s first Money Market Fund back in 90’s, his vision for future has remained unparalleled to date.He is an alumnus of some of the most prestigious educational institutes in India and yet considers himself to be a forever student of mathematics and Philosophy. His strong academics include an MBA from IIM Bangalore, FRM from GARP, PRM from PRMIA, CFA from ICFAI, CWA from ICWAI and Bachelor of Commerce from Mumbai University are the key founding pillars of his career as an analyst and strategist of par excellence.He currently overlooks Growth Strategy, Financial Planning, Corporate Governance and Risk Analysis for Decimal Point Analytics, Algocircle and Advance Investment Machines in the capacity of CEO and as an honorable board member. With his strong business acumen, he is focused on building new industry verticals by delivering excellent Business Strategy, Audit Plans and Risk Analysis for his current as well future venturesJ﻿ohn Finnerty - Ph.D., Professor, Fordham UniversityDr. John D. Finnerty is Professor of Finance at Fordham University’s Gabelli School of Business where he was the founding Director of the Master of Science in Quantitative Finance Program.  He has taught courses in climate finance, fixed income securities, fixed income portfolio management, corporate finance, and investment banking.  He is also Managing Principal of Finnerty Economic Consulting, LLC and an Academic Affiliate of AlixPartners, LLP.  Dr. Finnerty specializes in business valuation, securities valuation, derivatives valuation, solvency analysis, calculation of damages, and litigation support.  He has testified as an expert in valuation, broker raiding, and securities and other financial matters in federal and state court and in arbitration and mediation proceedings.Dr. Finnerty was an investment banker for 20 years.  He worked for Morgan Stanley, Lazard Freres, and Houlihan Lokey Howard & Zukin.  He was a partner of McFarland Dewey for six years.  He was also Executive Vice President, Chief Financial Officer, and a Director of College Savings Bank where he co-invented the CollegeSure CD, a zero-duration college inflation CD, and a related insurance product.He is a former President and Director of the Fixed Income Analysts Society.  He was inducted into the Fixed Income Analysts Society Hall of Fame in 2011.  Dr. Finnerty is a former Director of the Financial Management Association.  He is also a Trustee and a former Chair of the Trustees and a former President and Director of the Eastern Finance Association.  He served as a member of FASB’s Option Valuation Group in connection with the revision of FAS 123.  Dr. Finnerty has published 16 books, including Corporate Financial Management, 5th ed., Project Financing: Asset-Based Financial Engineering, 3rd ed., Principles of Financial Management, and Debt Management, and more than 130 articles and professional papers in fixed income, corporate finance, business and securities valuation, and other areas of finance.  He is writing a book on how businesses can manage their climate change risk exposure.  Dr. Finnerty is a former editor of Financial Management, one of the leading academic finance journals, and a former editor of FMA Online.  Two of Dr. Finnerty’s articles, “An Average-Strike Put Option Model of the Marketability Discount,” which was published in the Journal of Derivatives in 2012, and “The Impact of Stock Transfer Restrictions on the Private Placement Discount,” which was published in Financial Management in 2013, develop the average-strike put option model of the discount for lack of marketability and validate the model by testing it on a sample of common stock private placements.  The model is widely used by stock appraisers, and it has been recommended on the SEC’s website as a useful resource for calculating marketability discounts.Richard Freund - Associate Director, CDP Capital MarketsRichard Freund is Associate Director on CDP North America’s Capital Markets team, overseeing CDP’s engagement with asset managers and owners in the United States and Canada. He also leads CDP’s municipal/sub-sovereign debt program, working with a range of global investors, underwriters, credit rating agencies, and other capital markets participants on municipal sustainable infrastructure development and municipal climate risk disclosure. CDP is a global not-for-profit seeking a thriving economy that works for people and planet in the long term. CDP focuses the capital markets, corporations, and governments on the key actions necessary to build a truly sustainable economy by measuring and managing their environmental impact.Bruce M. Kahn - Ph.D., Head of ESG Implementation, Sr. Portfolio Mgr., Shelton Sustainable Equity FundBruce Kahn is the Portfolio Manager of Shelton Capital Management’s Sustainable Equity Fund.  Previously, Bruce was responsible for delivering technical advice to investors on MSCI’s ESG and Climate Solutions tools and data sets for investment decision making, risk management, reporting and engagement.  His previous 18 years of work experience includes Institutional Portfolio Management, Wealth Management and ESG + Climate Change Investment Research, as well as E&S Risk assessment at firms such as Citibank, Deutsche Bank, Macquarie Global Inc., and Sustainable Insight Capital Management.  Bruce has worked across various investment themes including cleantech, real estate, water and agriculture, as well as ESG/SRI strategies. Bruce served as Trustee and Chair of the Finance Committee of the Robert and Patricia Switzer Foundation for 10 years and prior to that served on the Board of the Jesse Smith Noyes Foundation, as a Member of the Board of the US SIF:  The Forum for Sustainable and Responsible Investment, and as Board Member and Treasurer of Confluence Philanthropy.  Bruce also served on Technical Review panel of National Renewable Energy Laboratory, as a member of the board of visitors for the Gaylord Nelson Institute of Environmental Studies at the University of Wisconsin, Madison, as a Due Diligence Advisor on the Advisory Panel of Mercer Investment Consulting and Management’s Sustainable Opportunities Fund and as a founding member of the Investor Advisory Group Member of the Sustainable Accounting Standards Board (SASB). Bruce earned a PhD in Land Resources from University of Wisconsin, Madison, an MS in Fisheries and Allied Aquacultures from Auburn University, and a BA in Ecology and Evolutionary Biology from the University of Connecticut. Bruce served as an Agriculture Extension Agent in the United States Peace Corps in the Republic of Cameroon, (1989-1993), as a Fulbright Scholar in Israel from 1999-2001 and has been teaching courses in Sustainable Finance, Statistics and Agriculture as an adjunct professor at Columbia University’s Earth Institute since 2012.",,,,,
Friday Night Yacht Party| DJs Spinning Hip Hop & Reggae | 21 & Over (NYC),"Join us for what will be a Friday night of unforgettable views, drinks, dancing and socializing under the stars!",2023-06-02 23:45,2023-06-03 04:00,"Skyport Marina: The Jewel Yacht, 2430 FDR Drive New York, NY 10010",New York,FALSE,https://www.eventbrite.com/e/friday-night-yacht-party-djs-spinning-hip-hop-reggae-21-over-nyc-tickets-625417639997,,,/Users/raiidahmed/Desktop/climate_tech_eventbrite_climate_nyc.csv,,Intellectual Blonde™ Events,https://www.eventbrite.com/o/intellectual-blondetm-events-15868323119,"HIP HOP / REGGAE YACHT PARTIES IN NY - NY'S HOTTEST – SATURDAY NIGHT YACHT PARTY 10 YEARS RUNNING!Join us for a dance cruise featuring NYC's Hottest DJs where you can party the night away and take in Manhattan  Landmarks including the Statue of Liberty, Brooklyn Bridge, Manhattan Bridge, Empire State Building & more! P﻿opular with both locals and out-of-town visitors, this series of yacht parties features live DJs spinning hits and classics that will get you and your friends on the dance floor. Get selfie-ready for your photos with the illuminated Manhattan skyline and Lady Liberty as your backdrop. These parties are the perfect setting for your next birthday party, bachelor/ette outing, or anything in between.D﻿ETAILS:2﻿1 & OverLocation:  The Jewel Yacht located at Sky Port Marina: 2430 FDR Dr, New York, NY 10010Board: 11:45pmSail:	   12:30pm (with or without you)All ticket sales are final. No Refunds, no exceptionsDUE TO HIGH VOLUME OF TICKETS BEING SOLD, PLEASE ARRIVE EARLY TO AVOID LONG LINES (PLAN FOR TRAFFIC AND GIVE YOURSELF TIME TO PARK).PLEASE NOTE: YOU ARE RESPONSIBLE FOR FOLLOWING DRESS CODE, ENTRANCE, ATTENDANCE & IDENTIFICATION POLICIES – ENTRY MAY BE DENIED IF GUIDELINES ARE NOT FOLLOWED & A REFUND WILL NOT BE ISSUED IN ANY SCENARIO.ID REQUIRED. Drinks Bar onboard. 2 Floors of music with climate-controlled Main Floor & Upper Deck!Men Dark Sneakers okay with collared shirt or button up. (NO T-shirts or any athletic wear, unless Hawaiian gear or print).THE DETAILS:Boat: Jewel YachtBoarding: 11:45pm (arrive early and plan for traffic and time to find parking)Sail: 12:30am (boat will leave with or without you and tickets are non-refundable)Skyport Marina (The Jewel Yacht) located at 2430 FDR Dr, New York, NY 10010ID is a Must. Cash Bar onboard. 2 Floors of music with climate-controlled Main Floor & Upper Deck! The party happens rain or shine!",,,,,
Bollywood Cruise : June 17 : An All White Yacht Party On The Hudson,"Climb aboard a one-of-a-kind Bollywood Boat Party, for an opportunity to view New York City from the comfort of multiple climate-controlled decks (indoor and outdoor)",2023-06-17 18:00,2023-06-17 23:00,"Pier 83 Midtown, 12th Avenue & 42nd Street New York, NY 10036",New York,FALSE,https://www.eventbrite.com/e/bollywood-cruise-june-17-an-all-white-yacht-party-on-the-hudson-tickets-614674176007,,,/Users/raiidahmed/Desktop/climate_tech_eventbrite_climate_nyc.csv,,DesiSaturdays.Com,https://www.eventbrite.com/o/desisaturdayscom-25188472653,"For Group Discounts : 908-425-1603Price increase warning: Bollywood On The Hudson Advance ticket prices go up significantly (100% +) the closer you get to the event date.Climb aboard a one-of-a-kind Bollywood Boat Party, for an opportunity to view New York City from the comfort of multiple climate-controlled decks (indoor and outdoor). Surrounded by spectacular sights outside and elegant amenities inside, you will glide past many of New York's most legendary landmarks, including the Statue of Liberty, Freedom Tower, Empire State Building and the Brooklyn Bridge.Expect to dance away on our nightclub on the water and take plenty of snaps of the view!Your Cruise Experience Will  Include:Scenic 4 Hour Cruise of the NYC harbor.Captivating views of the Manhattan skyline including the Statue of Liberty, Brooklyn Bridge, Ellis Island, the Freedom Tower and more.Appetizers & Main Course Will Be Available For Purchase.Open-Air deck and climate-controlled indoor cabins.Dj Dharak & Dj Kru playing all styles of Bollywood, Top 40 & more.Paid Parking Available On the Pier (Arrive Early). The dress code is ""Summer White Chic"".Please arrive early so you don't miss the Boat. No Refunds if you miss it!This Event is Strictly For 21 & Over. Proper Physical ID Will Be Required To Board.Great for Birthday Celebrations / bachelorette / bachelor / anniversary / graduations & more (Balloons & Small Cakes are permitted - no other outside food allowed)Event Information:Boarding: 6:00PMDeparture: 7:00 PMEnds: 11:00 PMQ&A:WHERE DO I BOARD?The Bollywood Cruise boards at Pier 83, (42nd St & 12 Ave),NYCWHAT TIME IS BOARDING/DEPARTURE?Guests will be able to board the yacht at 6 pm.The yacht is scheduled for departure at 7:00 pm sharp.WILL THERE BE PARKING?Pier 83 has parking garages for an average of $35.00 per vehicle. WILL THERE BE A DRESS CODE?Yes! Guests must wear ALL WHITE to attend this event.The dress code is 'Dress to Impress':No hats | No tims/boots | No joggers | No sweats | No basketball shorts**NO EXCEPTIONS**WILL THIS EVENT BE RAIN OR SHINE?Rain? No problem, there are indoor dance floors and indoor sitting areas!  In the event of a cancellation, your ticket will be valid for any upcoming Bollywood Cruise date for the 2023 Season. TICKETS ARE NON-REFUNDABLE.Contact us for more information & special reservations:Email: DesiSaturdays@Gmail.Com or call / text Josh: (908) 425 - 1603",,,,,
6th Fest - Variety Night,A night of acts from a range of New York artists,2023-06-03 19:30,2023-06-03 21:30,"The Gene Frankel Theatre, 24 Bond St, New York, NY 10012",New York,FALSE,https://www.eventbrite.com/e/2023-6th-fest-variety-night-tickets-636285937367,,,/Users/raiidahmed/Desktop/climate_tech_eventbrite_climate_nyc.csv,,The Sixth Festival,https://www.eventbrite.com/o/the-sixth-festival-46517558393,"We've invited a whole variety of performances and presentations from music to poetry, from to inspirational, welcoming  people of all kinds to contribute what they do to raising the bar for a thriving planet.Acts announced soon!About the Festival:Named after the sixth mass extinction event currently underway, the Sixth Fest has put on more than 40 events and productions in New York, Chicago, and online. From poetry to panels, pageants to protests, we are a fringe festival both in that we encourage people to create their own events, and that those events can be of whatever kind. For all life on earth.FIND OUT MORE ABOUT THE 2023 FESTIVALHAPPENING JUNE 1 - 11",,,,,
"SUNSET YACHT PARTY NYC! Cabana Boat Party! Sun., June 18th", 4 hours," Sunday, 2023-06-18 18:00"," Sunday, 2023-06-18 22:00"," Skyport Marina, 2430 FDR Drive New York, NY 10010", New York, FALSE.,https://www.eventbrite.com/e/sunset-yacht-party-nyc-cabana-boat-party-sun-june-18th-tickets-529663326267,,,/Users/raiidahmed/Desktop/climate_tech_eventbrite_climate_nyc.csv,,,,"SUNSET NYC YACHT PARTY!!Sunday, June 18th**6pm - 10pmEDM/HOUSE MUSICThe yacht will be sailing. Boarding 5:30 pm , Sail 6pm. Please arrive early so you don't miss the Yacht. No Refunds if you miss it!Limited tickets available (click tickets to buy yours!)21+ Event. 2 Floors of music with climate-controlled Main Floor & Upper Deck!Hookah available!!NO REFUNDS. ALL SALES FINAL.",,,,,
Shades of Love Pride Weekend Sunset Party Cruise NYC l Avalon Yacht,"The Avalon - a two-story party yacht has all of the amenities needed to celebrate pride weekend in style - two fully stocked bars, a wide variety food menu, and some of the top-rated DJ's that have been rockin' the gay nightlife scene for years.",2023-06-24 18:00,2023-06-24 22:00,"2430 FDR Drive New York, NY 10010",New York,FALSE,https://www.eventbrite.com/e/shades-of-love-pride-weekend-sunset-party-cruise-nyc-l-avalon-yacht-tickets-510116711817,,,/Users/raiidahmed/Desktop/climate_tech_eventbrite_climate_nyc.csv,,EnjoyCruises.com,https://www.eventbrite.com/o/enjoycruisescom-47513642513,"Everyone knows that New York City is THE place to be during Pride Weekend. With all of the events taking places in the Big Apple, why not take a unique journey on the waters of the Hudson? The Avalon - a two-story party yacht has all of the amenities needed to celebrate pride weekend in style - two fully stocked bars, a wide variety food menu, and some of the top-rated DJ's that have been rockin' the gay nightlife scene for years. With boarding beginning at 6 PM, the annual ""Shades of Love"" cruise is the perfect way to take in the sights - especially the scenic pink, orange, ruby red sunsets that Manhattan is oh so famous for. There's no such thing as extra in June and the pride community of NYC knows exactly how to bring these momentous festivities to life. Cruise along the iconic city skyline and lets rejoice in the love we all share for the happiness in our lives.All Ticket Holders will enjoy access to:Spectacular views of the iconic NYC Skyline may include the Statue of Liberty, Freedom Tower, Brooklyn Bridge, and much more!Cash Bar from 2 Fully Staffed Bars (one bar on each yacht level)Wide Variety Food Menu A La CarteVIP Bottle Service and Hookah AvailableOpen Air Deck and Fully Climate Controlled InteriorMusic by NYC’s Top Rated DJ’s (Hip-Hop, House, Latin, Mash-Ups, Pop, EDM, & more)Food Menu A La Carte may include popular items from previous years:Garden Salad, Tacos, Rainbow Spring Rolls, Roasted Red Potatoes, Seasoned Mix Vegetables, Juicy Chicken Satay, Rainbow Cupcakes, and more!Cash Bar will include some premium brand name liquors, including:Casamigos, Patron, Tito’s, Grey Goose, Kettle One, Black Label, Jack Daniels, Captain Morgan, Hennessy, Jameson, Malibu.Red and White Wines.Beers: Corona, Heineken, Sam Adams, Blue Moon, White Claws, Coors Light.Event InformationLocation: Avalon Yacht (Skyport Marina) - 2430 FDR Dr, New York NY (Off East 23rd St)Boarding: 6:00 PMDeparture: 6:30 PMReturn: 10:00 PMAges 21+This cruise welcomes all types of occasions including Birthday Parties, Bachelor & Bachelorette, Anniversaries, Reunions, Corporate Functions, & more! (Balloons and Cakes are allowed). The purchase of just 1 (one) Bottle from the Bottle Service Menu will guarantee VIP Table/Booth seating for the entire event.Things to Know:Ticket prices will increase as the date gets closer to the event. We do expect to sell out in advance. Tickets may not be offered at the door on the day of the event. Departure Time: 6:30 PM - SHARP!This is a cash bar event. Liquor will be sold from 2 bar areas on the Avalon Yacht.Please allow ample time to arrive at Skyport Marina and locate the Avalon Yacht.No outside food or beverages are allowed on board.Food Menu (a la carte) is subject to change at the discretion of the vessel/event staff. As conditions change on the night of the event, the vessel/event staff reserves the right to make any necessary changes. Food is not unlimited servings.All guests MUST be age 21 and up and present a valid form of government-issued photo ID in order to attend and consume alcohol at this event. All cruise sights, destinations, and itineraries are subject to change without notice as determined by US Coast Guard, NYPD, or event staff (Unforeseen restrictions may be enforced the night of the event)Seating: No guaranteed seating. Seats are available on a first-come, first-serve basis.Event producer is not liable, nor is refund or credit warranted, for claims due to changes in cruise schedule or itinerary, changes in food menu, and/or lack of seating.This event will take place regardless of weather conditions.All sales are final. No refunds.",,,,,
"Be Free, Be You, Pride Parade After Party Sunset Cruise NYC l Cabana Yacht"," Best Pride Parade after party plans in the city! Come aboard our 2 story Cabana Yacht & enjoy fully stocked bars, delicious food, live DJ's!", 2023-06-25 18:00, 2023-06-25 22:00," 2430 FDR Drive New York, NY 10010", New York City, FALSE,https://www.eventbrite.com/e/be-free-be-you-pride-parade-after-party-sunset-cruise-nyc-l-cabana-yacht-tickets-514245651587,,,/Users/raiidahmed/Desktop/climate_tech_eventbrite_climate_nyc.csv,,EnjoyCruises.com,https://www.eventbrite.com/o/enjoycruisescom-47513642513,"New York City is home to the #1 Pride Parade in the country! Hands down, we know how to get down and dirty. The Big Apple is no stranger to the wildest pride events in the nation. But rather than join the usual Lower East Side or East Village crowded bar scene, why not explore the city by truly taking in the sights? Hop aboard the 300 passenger Cabana Party Yacht and take advantage of two floors of dance space, awesome skyline views, and the best party crowd in town. The 6 PM cruise time slot is the perfect opportunity to enjoy our city's breathtaking backdrop. If you've ever seen the colors of the sky during our summer sunsets, you know the feeling. Pair that sunset view with a chilled Margarita or cocktail and now we're talkin'! The annual ""Be Free, Be You"" Pride Parade After Party Cruise is sure to create the type of memories that we'll be reminiscing about all summer long.All Ticket Holders will enjoy access to:Fabulous views of the iconic NYC Skyline may include the Statue of Liberty, Freedom Tower, Brooklyn Bridge, and much more!Cash Bar from 2 Fully Staffed Bars (one bar on each yacht level)Wide Variety Food Menu A La CarteVIP Bottle Service and Hookah AvailableOpen Air Deck and Fully Climate Controlled InteriorMusic by NYC’s Top Rated DJ’s (Hip-Hop, House, Latin, Mash-Ups, Pop, EDM, & more)Food Menu A La Carte may include popular items from previous years:Garden Salad, Tacos, Rainbow Spring Rolls, Roasted Red Potatoes, Seasoned Mix Vegetables, Juicy Chicken Satay, Rainbow Cupcakes, and more!Cash Bar will include some premium brand name liquors, including:Casamigos, Patron, Tito’s, Grey Goose, Kettle One, Black Label, Jack Daniels, Captain Morgan, Hennessy, Jameson, Malibu.Red and White Wines.Beers: Corona, Heineken, Sam Adams, Blue Moon, White Claws, Coors Light.Event InformationLocation: Cabana Yacht (Skyport Marina) - 2430 FDR Dr, New York NY (Off East 23rd St)Boarding: 6:00 PMDeparture: 6:30 PMReturn: 10:00 PMAges 21+This cruise welcomes all types of occasions including Birthday Parties, Bachelor & Bachelorette, Anniversaries, Reunions, Corporate Functions, & more! (Balloons and Cakes are allowed). The purchase of just 1 (one) Bottle from the Bottle Service Menu will guarantee VIP Table/Booth seating for the entire event.Things to Know:Ticket prices will increase as the date gets closer to the event. We do expect to sell out in advance. Tickets may not be offered at the door on the day of the event. Departure Time: 6:30 PM - SHARP!This is a cash bar event. Liquor will be sold from 2 bar areas on the Cabana Yacht.Please allow ample time to arrive at Skyport Marina and locate the Cabana Yacht.No outside food or beverages are allowed on board.Food Menu (a la carte) is subject to change at the discretion of the vessel/event staff. As conditions change on the night of the event, the vessel/event staff reserves the right to make any necessary changes. Food is not unlimited servings.All guests MUST be age 21 and up and present a valid form of government-issued photo ID in order to attend and consume alcohol at this event. All cruise sights, destinations, and itineraries are subject to change without notice as determined by US Coast Guard, NYPD, or event staff (Unforeseen restrictions may be enforced the night of the event)Seating: No guaranteed seating. Seats are available on a first-come, first-serve basis.Event producer is not liable, nor is refund or credit warranted, for claims due to changes in cruise schedule or itinerary, changes in food menu, and/or lack of seating.This event will take place regardless of weather conditions.All sales are final. No refunds.",,,,,
THE #1 Latin Music Boat Party Yacht Cruise NYC, Dancing under the stars on the Hudson River! Indoor Stages & Open Air Dance Floors! Stunning views of the Statue of Liberty in NYC!, 2023-06-02 22:00, 2023-06-03 02:00," Pier 40 Hornblower Cruises & Events 353 West New York, NY 10014", New York, FALSE,https://www.eventbrite.com/e/the-1-latin-music-boat-party-yacht-cruise-nyc-tickets-476190146547,,,/Users/raiidahmed/Desktop/climate_tech_eventbrite_climate_nyc.csv,,iBoatNYC,https://www.eventbrite.com/o/iboatnyc-12316350145,"Vamos a bailar! It’s time to move your feet to the hottest beats on the water! Enjoy the best of Latin & Reggaeton music as we set sail around the Statue of Liberty!Unwind from the week and relax on the water while you indulge on breathtaking views of Manhattan on the floating nightclub!While on board, be sure to check out our fully stocked bar! Order drinks straight to your table or at the bar! Your Cruise Experience Includes:Scenic 3-hour cruise of the NYC harbor;Captivating views of the Manhattan skyline including the Statue of Liberty, Brooklyn Bridge, Ellis Island, the Freedom Tower and more;Waitress Service Available ; Order Drinks directly to your table.VIP Bottle Service & Sections Available - Call/text Allan (646)-263-4593 and/or email rsvp@iboatnyc.com for the Bottle Services Flyer & Packages.Open-Air deck and a climate-controlled cabins; 3 levels of music (Outdoor Floor of Music ;  Two Indoor Floors of Music)Live DJs playing all styles of Latin Music, Pop, Top 40, Oldies & more.Rain? No problem, there are two large  indoor dance floors and indoor sitting areas! Food Available for Purchase.Great for Birthday Celebrations / bachelorette / bachelor / anniversary / graduations & more (Balloons & Cakes permitted - no other outside food allowed)VIP Ticket Includes Express Line Entry (and access to a VIP area only if a VIP area is designated on a certain cruise)Free Street Parking Available around the Pier (it is relatively easy to find parking).  Pier 15 has parking garages for an average of $40.00 per vehicle. Pier 40 also serves as a large parking complex with an average rate of $40.00 per vehicle.The dress code is Dress to Impress: No hats | No Tims/boots | No joggers | No sweats | No basketball shortsContact us for more information & special reservations: rsvp@iboatnyc.com or call / text  Allan  (646) 263 -4593Dinner Menu Includes:""Wendy Style"" Fish n' Chips[ Fried Fish, Oven Roasted Potatoes, Sauteed String Beans & Baby Carrots]Wendy’s Famous Jerk Chicken[ Jamaican Jerk Chicken, Pasta Salad, Fried Plantains, Rice & Beans ]Italian Stallion Baked Ziti[ Baked Ziti, Oven Roasted Potatoes, Mixed Green Salad ]The Loaded Mediterranean Falafel Bowl[ Authentic Palestinian Falafels, Sauteed String Beans & Baby Carrots, Rice & Beans,  Mixed Green Salad ]Mix & Match + add more to your plate (at no extra cost) Buffet Style! - Wild Wild West Buffalo Wings- Blast to the Past Chicken Nuggets- All American Mac n Cheese- Deli Pasta Salad- Empanadas (Beef, Chicken, & Cheese)And our Famous Crust Nation Pizza powered by Tabel 87 	  Food Options may vary based on availablity.Event Information:Boarding: 10:00 PMDeparture: 10:30 PMReturn: 1:30 AMEnds: 2:00 AMRain or Shine21 & over with a physical ID (no photos of ID accepted)Did you enjoy your concert cruise experiences? Learn more about our partner Hudson-360.com, one of NYC's premier audio and visual production companies that offers event production & marketing services, audio and visual solutions and can book any artist for your next event.",,,,,
Bollywood Cruise : 4th of July Weekend Desi WhiteParty @ Pier 83 NYC,"A 4-hour scenic boat cruise with Bollywood music and a ""white summer chic"" dress code",2023-07-01 18:00,2023-07-01 22:00,"Pier 83 Midtown, 12th Avenue & 42nd Street New York, NY 10036",New York,FALSE,https://www.eventbrite.com/e/bollywood-cruise-4th-of-july-weekend-desi-whiteparty-pier-83-nyc-tickets-461523458087,,,/Users/raiidahmed/Desktop/climate_tech_eventbrite_climate_nyc.csv,,DesiSaturdays.Com,https://www.eventbrite.com/o/desisaturdayscom-25188472653,"Price increase warning: Bollywood On The Hudson Advance ticket prices go up significantly (100% +) the closer you get to the event date.Climb aboard a one-of-a-kind Bollywood Boat Party, for an opportunity to view New York City from the comfort of multiple climate-controlled decks (indoor and outdoor). Surrounded by spectacular sights outside and elegant amenities inside, you will glide past many of New York's most legendary landmarks, including the Statue of Liberty, Freedom Tower, Empire State Building and the Brooklyn Bridge.Expect to dance away on our nightclub on the water and take plenty of snaps of the view!Your Cruise Experience Will  Include:Scenic 4 Hour Cruise of the NYC harbor.Captivating views of the Manhattan skyline including the Statue of Liberty, Brooklyn Bridge, Ellis Island, the Freedom Tower and more.Appetizers & Main Course Will Be Available For Purchase.Open-Air deck and climate-controlled indoor cabins.Dj Dharak & Dj BollyBoom playing all styles of Bollywood, Top 40 & more.Paid Parking Available On the Pier (Arrive Early). The dress code is ""White Summer Chic"".Please arrive early so you don't miss the Boat. No Refunds if you miss it!This Event is Strictly For 21 & Over. Proper Physical ID Will Be Required To Board.Event Information:Boarding: 6:00PMDeparture: 7:00 PMEnds: 11:00 PM",,,,,
ALL WHITE YACHT PARTY CRUISE | New York City 2023 White Boat Party Series,4 hours 30 minutes,2023-06-02 21:30,2023-06-03 02:00,"Pier 40 at Hudson River Park 353 West Street New York, NY 10014",New York,FALSE.,https://www.eventbrite.com/e/all-white-yacht-party-cruise-new-york-city-2023-white-boat-party-series-tickets-585950302127,,,/Users/raiidahmed/Desktop/climate_tech_eventbrite_climate_nyc.csv,,ICLUBNYC,https://www.eventbrite.com/o/iclubnyc-1717273352,"WHITE BOAT PARTY 2023 SERIES YACHT PARTY CRUISE | New York CityNYC Manhattan waters to celebrate the weekend while enjoying the best views of New York City!Unwind from the week and relax on the water while you indulge on breathtaking views of Manhattan and the Statue of Liberty.While on board, be sure to check out our fully stocked bar! Order drinks straight to your table or at the bar!There are 3 floors including one outdoor deck for dancing underneath the moonlight.Your Cruise Experience Includes:Scenic 3-hour cruise of the NYC harbor;Captivating views of the Manhattan skyline including the Statue of Liberty, Brooklyn Bridge, Ellis Island, the Freedom Tower and more;Waitress Service Available ; Order Drinks directly to your table.VIP Bottle Service & Sections Available - rsvp@iclubnyc.comOpen-Air deck and a climate-controlled cabins;Live DJs playing all styles of Latin Music, Pop,HIP HOP  Top 40,  & more.Rain? No problem, there are two large indoor dance floors and indoor sitting areas!Food Available for Purchase.Great for Birthday Celebrations / bachelorette / bachelor / anniversary / graduations & more (Balloons & Cakes permitted - no other outside food allowed)VIP Ticket Includes Express Line Entry (and access to a VIP area if a VIP area is designated on a certain cruise)Contact us for more information & special reservations: rsvp@iclubnyc.comM﻿AY 27TH. INFINITY YACHT M﻿AY 28TH  SERENITY YACHT Boarding: 9:30 PMDeparture: 10:30 PMReturn: 2:00 AMRain or Shine21 & over with proper IDwww.iclubnyc.comFOLLOW US @ICLUBNYCMore events at www.iclubnyc.com",,,,,
