Event Name,Short Description,Start,End,Location,City,Relevance,Event URL,Extra1,Source CSV,organizer_link-href,full_description,Full_description
ClimateSTEM Series Culminating Event! Share Successes & Learn from Others!,Join alumni from across our ClimateSTEM workshop series to share your teacher success stories and learn from others!,2023-06-04 14:00,2023-06-04 16:30,STEMteachersNYC,New York,TRUE.,https://www.eventbrite.com/e/climatestem-series-culminating-event-share-successes-learn-from-others-tickets-559770076367,,/Users/raiidahmed/PycharmProjects/CTC-Scraper-GPT-Live/CSV URL Data/climate_tech_eventbrite_climate_nyc.csv,https://www.eventbrite.com/o/stemteachersnyc-3148482172,"Leaders:  Facilitators from all workshops in our 2022-2023 ClimateSTEM Series and alumni!Date: June 4, 2:00-4:30pm ET. (Subject to change; please RSVP to be notified!)All events and workshops offered in our K12 ClimateSTEM Series have been made possible by ConEd.Please join us for an afternoon of cross-curricular cross pollenation around climate change lessons, units and teaching tools! Over the course of the fall and spring semesters STEMteachersNYC has offered a series of 16 workshops focused on Climate Change. On May 6 we will be inviting all faciliators and their alumni to return and share what they have tried and to tell stories of how students responded. This event is open to all! List of workshops offered in our 2022-2023 ClimateSTEM Series (more details of each workshop can be found here):A Bird Walk in Central Park: Come enjoy the fall migration! (ES/MS/HS)Eco-Social Assessment Mapping of Parks w/Urban Field Station!Visualizing Student Eco-Systems Thinking with SageModeler (ES/MS)Climate Physics Modeling (HS)Earth's Energy Budget Using My NASA Data Products (HS)(Postponed)Climate Models & Data Part 1 - Visualizing Climate Projections (HS)Climate Models & Data Part 2 - Using En-ROADS for Climate Solutions (HS)Introduction to Student-Centered Environmental Science (HS)How Our Food Moves Water Around the Planet (MS/HS)Decarbonize New York City with the game of Energetic! (HS)  Ecology Disrupted: Connecting Daily Life to Environmental Issues ALLTeaching Hudson River Data - Take Classroom Research Outside! (ES/MS)Prep For Earth Week! Start Moving Towards Sustainability!Sound Across the Curriculum - Project Based STEAM (3 Part Workshop)A Bird Walk in Central Park: Come enjoy the spring migration! (ALL)This event is open to all! You do not need to have attended a past workshop to join us. Detailed agenda forthcoming!Cost:  FREE! (Ticket sales will support sharing of outcomes and planning for future ClimateSTEM workshops! Thank you!)STEMteachersNYC delivers professional development workshops for teachers, by teachers, about teaching, since 2011. CUNY Pre-service teachers may attend for free. Please reach out if your school requires an invoice. We are an NYCDOE MTAC Vendor.Current CUNY students with valid ID may attend workshops at a discount or for FREE! Please email preservice@stemteachersnyc.org for details.Email general questions to Registration@STEMteachersNYC.org. Note this workshop requires a minimum number of participants. In the event there are not enough participants, the workshop will be cancelled, and a refund will be issued. Interested in an Invoice/Purchase Order Request?Teachers! Ask your school to pay for your ticket! All the school needs to do is send us a Purchase Order (PO). Fill out our PO/Invoice survey and we will prepare you an invoice for you to submit to your school/district. Or just copy and paste the information above and let them know the workshop you want to attend. Don't be afraid to ask. There's always a chance the money will be available and they'll say yes, but if you don't ask, there's no chance at all.Districts/Schools, to request an invoice for a STEMteachersNYC Workshop, please fill out a quick invoice survey. This is a required step in order to process your request. Any questions regarding the PO process please contact bookkeeper@stemteachersnyc.orgPlease send Purchase Orders (POs) to our Billing OfficeVia Email: bookkeeper@stemteachersnyc.orgOR Via US Mail: STEMteachersNYC - Billing Office 245 West 107th Street, Suite 10B New York, NY 10025.Please read the FAQs section below carefully before registering.FAQsIs STEMteachersNYC an approved NYC DOE CTLE Vendor?Yes. STEMteachersNYC is a Continuing Teacher and Leader Education (CTLE) vendor for the New York City Department of Education (#STE-068881). New York State Teachers will receive a CTLE certificate at the end of the workshop.  (CTLE ID # 23385)How can I contact the organizer with any questions?Questions about registration or tickets should be addressed to registration@STEMteachersNYC.org.Questions about invoice/PO issues should be addressed to bookkeeper@STEMteachersNYC.orgQuestions about our programs should be addressed to info@STEMteachersNYC.org Is the full workshop fee or the balance of the workshop fee refundable? Refunds for the balance of the full workshop fee (that is, the full fee minus the reservation fee) must be requested within one (1) week of payment and at least four (4) weeks before the start of the workshop. All such requests must be accompanied by an acceptable, documented explanation. Judgments about acceptability of explanations and documentation, and about whether or not a refund will be issued are at the sole discretion of STEMteachersNYC and are final. Refunds will not include fees charged on the initial payment by Eventbrite, credit cards, and/or banks.Is my reservation/ticket transferrable?If your school or organization has made the ticket purchase for you, your credit may be transferable to a school or organization colleague. Authorization from our team will be required. Please contact the STEMteachersNYC Registrar (Registration@STEMteachersNYC.org) if you need to transfer your reservation to a different person/name, or if you wish to transfer your reservation to a different workshop. Can I update my reservation information?Yes, you can update your reservation information. The name on the reservation/ticket doesn't match the attendee. Is that okay?No, please contact the STEMteachersNYC Registrar (Registration@STEMteachersNYC.org) to address this. Can I receive college level credits?In-service teachers will receive CTLE hours.Pre-service teachers whose college is participating in our ""field-site hours"" program will recieve field site hours or credit depending on that institution's partnership agreement. Please make sure to include your faculty advisor or course professor's name and contact when registering. For more information about either of these, please contact info@stemteachersnyc.org. Where can I find more information about STEMteachersNYC? Visit our website: http://STEMTeachersNYC.org or email info@stemteachersnyc.org How can I join STEMteachersNYC?Click here - it's free! http://stemteachersnyc.org/join/Members find out about workshops first and can sign up before others.Please note: We take screenshots, photographs and record video of our workshops in order to publicize a positive image of science teaching, and of STEMteachersNYC - a recognized 501(c)(3) non-profit organization - and to support future teacher leaders. If you register, you are agreeing to be photographed and to have your voice and image video-recorded. You are also agreeing to relinquish all your rights to the photographs and video recordings.If you do not wish to be photographed or video-recorded - you must inform us before the workshop starts. For in-person workshops, we will take one photograph of your face so that we can erase your image if we happen to catch it by chance during the workshop, and we will do our best to avoid you. We would also appreciate your cooperation in positioning yourself at the edge of the group so as to help us avoid you.",
Climate Fresk and Dinner at Eat Offbeat (Chelsea Market) - Junel Edition,Play a 3h Climate Change Game and have dinner discovering the best home cooking from around the world made with love by refugee chefs in NY,2023-06-08 17:30,2023-06-08 21:00,"Chelsea Market, 75 9th Avenue New York, NY 10011",New York,TRUE,https://www.eventbrite.com/e/climate-fresk-and-dinner-at-eat-offbeat-chelsea-market-junel-edition-tickets-586113279597,,/Users/raiidahmed/PycharmProjects/CTC-Scraper-GPT-Live/CSV URL Data/climate_tech_eventbrite_climate_nyc.csv,https://www.eventbrite.com/o/climate-fresk-org-hosted-by-eat-offbeat-53609557293,"Want to help tackle climate change but don’t have the time to become a climate scientist? Join us for this fun and informative Game + Dinner night that has already been played by >1 M people worldwide!!In just 3 hours, the collaborative Climate Fresk workshop will teach you the fundamental science behind climate change and empower you to take action. The workshop will take place at Eat Offbeat and will include a full dinner featuring the best home cooking from around the world made with love by refugee chefs in NYC.",
"The Nest Climate Campus, Official Event Partner of Climate Week NYC 2023", Creates a Community for Accelerating Climate Action., 2023-09-19 08:30, 2023-09-21 17:30," 445 11th Avenue New York, NY 10001", New York, TRUE,https://www.eventbrite.com/e/the-nest-climate-campus-official-event-partner-of-climate-week-nyc-2023-tickets-483373441977,,/Users/raiidahmed/PycharmProjects/CTC-Scraper-GPT-Live/CSV URL Data/climate_tech_eventbrite_climate_nyc.csv,https://www.eventbrite.com/o/nxt-events-media-group-33584111599,"The Nest Climate CampusThe Nest Climate Campus,  home to hundreds of sustainable brands, businesses, individuals, and organizations, provides a unifying destination for climate action during Climate Week NYC.  We aim to accelerate climate solutions through collaboration and community. That’s why The Nest Climate Campus hosts cutting-edge discussions on the Main Stage, partners with leading organizations to bring Co-hosted Events under one green roof at the Javits Center, and bolsters rich networking opportunities through the various community engagement activities.It's all happening at the Javits Center during Climate Week NYC (September 19 - 21, 2023). About The Main StageWith your complimentary ticket, access the brightest minds and most committed organizations of the climate solutions movement! The Nest Climate Campus's Main Stage brings thought-leaders from leading organizations and the climate community together for two full days of education, inspiration, and collaboration. About The Campus Community Engagements & HappeningsConnecting communities is paramount at The Nest Climate Campus. In addition to the Summit Main Stage conference and Co-hosted Meetings & Events, attendees will enjoy extended community engagement activities. Partake in the many opportunities to explore, network, and feast!CLIMATE COLLECTIVEActivations and Networking Spaces Provide an Environment for Connecting with Colleagues and Discovering Climate Solutions. CLIMATE ARTSDesigned to Inspire, Immerse Yourself in the Intersection of Art and Action.GREEN ROOF TOURSThe Javits Center will be offering free tours of its 6.75-acre green roof, one of the largest of its kind in the United States! GARDEN EATERYAdjacent to the Javits' rooftop farm, orchard, and gardens, feast on a plant-based menu with vegan and vegetarian options for breakfast and lunch, and learn something new! Experience the circular story around the Javits food management system – from roof to table, local sourcing, and waste management. SPECIAL APPEARANCESHear from some of the most influential thought-leaders in the New York government and NGOs who are championing legislation and community service.  Please see our health & safety policy before arriving to the event. By registering for The Nest Climate Campus event, you agree to the event organizer's photo & video policy and privacy policy.",
Climate Fresk Workshop,A workshop game for learning about climate change and taking action,2023-06-10 10:00,2023-06-10 13:00,"21 A Clinton Street New York, NY 10002",New York,TRUE,https://www.eventbrite.com/e/climate-fresk-workshop-tickets-622642900677,,/Users/raiidahmed/PycharmProjects/CTC-Scraper-GPT-Live/CSV URL Data/climate_tech_eventbrite_climate_nyc.csv,https://www.eventbrite.com/o/caveat-13580085802,"Want to help tackle climate change but don’t have the time to become a climate scientist? Join us for this fun and informative workshop that has already been played by >1M people worldwide!In just 3 hours, the collaborative Climate Fresk workshop will teach you the fundamental science behind climate change and empower you to take action.W﻿atch an example of the workshop here.",
Climate Cafe (6/1), Join us for a Climate Cafe on June 1st to discuss the difficult emotions that arise out of the ongoing climate emergency., 2023-06-01 18:30, 2023-06-01 20:00," Neighbor, 176 9th Avenue, New York, NY 10011", New York, TRUE,https://www.eventbrite.com/e/climate-cafe-61-tickets-633635409567,,/Users/raiidahmed/PycharmProjects/CTC-Scraper-GPT-Live/CSV URL Data/climate_tech_eventbrite_climate_nyc.csv,https://www.eventbrite.com/o/climate-cafe-nyc-65667042983,"Join us for the NYC Climate Cafe on Thu Jun 1 at 6:30-8 PM  at 176 9th Avenue, New York, NY 10011. This is an in-person event. Climate Cafes represent an opportunity to discuss difficult emotions that arise out of the climate crisis - everything from anxiety, fear, dread, hopelessness, and anger - in a supportive environment of peers. Climate Cafes are non-clinical, non-directive spaces where attendees can hold space for each others’ emotions without trying to fix other people. At it’s core, it can be meaningful to spend time with others who feel the same way.Participating in Climate Cafes can be cathartic for many who are aware of the ongoing climate emergency. It can break through the “business as usual” of daily life. Especially in local environments, it can be an opportunity to connect with neighbors or friends on ways to deepen our communities and increase our collective resiliency to the coming challenges.This event is open to all and nobody will be turned away for lack of funds. There is a suggested donation of $10 to cover snacks + location fees if you're able to. Any proceeds beyond break-even will be donated to GrowNYC and Earthjustice. Contact us at @climatecafenyc on Instagram with any questions!",
BWIC Laff Fest Presents…Heaux Adventures Comedy Show,An empowering late night comedy showcase featuring Dori Dimples in Harlem,2023-06-16 21:00,2023-06-16 22:30,"508 East 117th Street New York, NY 10035",New York,FALSE,https://www.eventbrite.com/e/bwic-laff-fest-presentsheaux-adventures-comedy-show-tickets-591160646407,,/Users/raiidahmed/PycharmProjects/CTC-Scraper-GPT-Live/CSV URL Data/climate_tech_eventbrite_climate_nyc.csv,https://www.eventbrite.com/o/joanna-m-briley-8349759019,Welcome to the 4th Annual Black Women in Comedy Laff Fest. This festival was created out of rage and now has grown to be an empowering force that CENTERS funny Black Women on stages throughout the country. The lineup features the amazing host & producer Dori Dimplez who wants to bring a level of intimacy to this late night showcase. (Pajamas anyone?) Come hear some sexy HEAUX ADVENTURES and be prepared to get wet with laughter…Ashima Franklin (Headliner)Janell Banks (Feature)Chloe MikalaQT on DutyMiss LissaShelly Christian Thank you for supporting funny black women. If you take pictures please use hashtags #BwiclaffFest2023 #FunnyBlackWomen #BlackWomeninComedy #ComedyinHarlem,
Guided Walking Meditation & Yoga,Join us for a morning of rejuvenation and relaxation with a Guided Walking Meditation & Yoga session. This in-person event is the perfect way to start your day and connect with nature.,2023-05-28 07:00,2023-05-28 09:00,"199 Central Park North New York, NY 10026",New York,FALSE,https://www.eventbrite.com/e/guided-walking-meditation-yoga-free-tickets-640587794337,,/Users/raiidahmed/PycharmProjects/CTC-Scraper-GPT-Live/CSV URL Data/climate_tech_eventbrite_climate_nyc.csv,https://www.eventbrite.com/o/lori-scott-66239230453,"Guided Walking Meditation & YogaJoin us for a morning of rejuvenation and relaxation with a Guided Walking Meditation & Yoga session. This in-person event is the perfect way to start your day and connect with nature. Our experienced instructor will lead you through a calming meditation while walking through Central Park, followed by a gentle yoga session in the park's serene surroundings.On Sun May 28 2023, we will meet at Harlem Meer, Central Park North, New York, NY 10026 at 7:00 AM EDT. This event is suitable for all levels, from beginners to experienced practitioners. We recommend wearing comfortable clothing and bringing a yoga mat or towel. Don't miss out on this opportunity to unwind and recharge in the heart of New York City. Register now to secure your spot!Visit website to learn more: https://www.loriscottwellness.com/experiences-1",
IRI Global Seasonal Climate Forecasts and ENSO Status and Forecast,Monthly overview of IRI's Global Seasonal Climate Forecasts and ENSO status and forecast,2024-01-18 14:00,2024-01-18 15:00,Online,,FALSE,https://www.climate.columbia.edu/events/monthly-overview-iris-global-seasonal-climate-forecasts-and-enso-status-and-forecast-36,,/Users/raiidahmed/PycharmProjects/CTC-Scraper-GPT-Live/CSV URL Data/columbia_climate.csv,,,"The International Research Institute for Climate and Society (IRI) presents its climate forecast briefing. The IRI's seasonal, sub-seasonal and ENSO (El Niño Southern Oscillation) forecasts are discussed in this monthly briefing by IRI climate scientists Azhar Ehsan and Bohar Singh.
For more information, please see: https://iri.columbia.edu/our-expertise/climate/
      
                    
                    
                    
                    
                                        
                      Contact Information
                                              
            IRI Seminar
      
                                                                                          
            Seminar@iri.columbia.edu"
Monthly overview of IRI's Global Seasonal Climate Forecasts and ENSO status and forecast, The International Research Institute for Climate and Society (IRI) presents its climate forecast briefing, 2023-12-21 14:00, 2023-12-21 15:00, Online, New York, TRUE.,https://www.climate.columbia.edu/events/monthly-overview-iris-global-seasonal-climate-forecasts-and-enso-status-and-forecast-35,,/Users/raiidahmed/PycharmProjects/CTC-Scraper-GPT-Live/CSV URL Data/columbia_climate.csv,,,"The International Research Institute for Climate and Society (IRI) presents its climate forecast briefing. The IRI's seasonal, sub-seasonal and ENSO (El Niño Southern Oscillation) forecasts are discussed in this monthly briefing by IRI climate scientists Azhar Ehsan and Bohar Singh.
For more information, please see: https://iri.columbia.edu/our-expertise/climate/
      
                    
                    
                    
                    
                                        
                      Contact Information
                                              
            IRI Seminar
      
                                                                                          
            Seminar@iri.columbia.edu"
Monthly overview of IRI's Global Seasonal Climate Forecasts and ENSO status and forecast.,The International Research Institute for Climate and Society (IRI) presents its climate forecast briefing.,2023-11-16 14:00,2023-11-16 15:00,Online,,TRUE,https://www.climate.columbia.edu/events/monthly-overview-iris-global-seasonal-climate-forecasts-and-enso-status-and-forecast-34,,/Users/raiidahmed/PycharmProjects/CTC-Scraper-GPT-Live/CSV URL Data/columbia_climate.csv,,,"The International Research Institute for Climate and Society (IRI) presents its climate forecast briefing. The IRI's seasonal, sub-seasonal and ENSO (El Niño Southern Oscillation) forecasts are discussed in this monthly briefing by IRI climate scientists Azhar Ehsan and Bohar Singh.
For more information, please see: https://iri.columbia.edu/our-expertise/climate/
      
                    
                    
                    
                    
                                        
                      Contact Information
                                              
            IRI Seminar
      
                                                                                          
            Seminar@iri.columbia.edu"
IRI Climate Forecast Briefing,"A monthly briefing on IRI's seasonal, sub-seasonal, and ENSO forecasts",2023-10-19 14:00,2023-10-19 15:00,Online,,TRUE,https://www.climate.columbia.edu/events/monthly-overview-iris-global-seasonal-climate-forecasts-and-enso-status-and-forecast-33,,/Users/raiidahmed/PycharmProjects/CTC-Scraper-GPT-Live/CSV URL Data/columbia_climate.csv,,,"The International Research Institute for Climate and Society (IRI) presents its climate forecast briefing. The IRI's seasonal, sub-seasonal and ENSO (El Niño Southern Oscillation) forecasts are discussed in this monthly briefing by IRI climate scientists Azhar Ehsan and Bohar Singh.
For more information, please see: https://iri.columbia.edu/our-expertise/climate/
      
                    
                    
                    
                    
                                        
                      Contact Information
                                              
            IRI Seminar
      
                                                                                          
            Seminar@iri.columbia.edu"
Lamont-Doherty Earth Observatory (LDEO) Open House,"Join us for lab tours, participate in hands-on earth science activities with our scientists, and learn from world-renowned researchers about their latest discoveries",2023-10-14 10:00,2023-10-14 16:00,"61 Route 9W, Palisades, NY 10964",Palisades,TRUE,https://www.climate.columbia.edu/events/lamont-doherty-earth-observatory-ldeo-open-house-0,,/Users/raiidahmed/PycharmProjects/CTC-Scraper-GPT-Live/CSV URL Data/columbia_climate.csv,,,"We will be back on campus for the next Open House on October 14, 2023. Program details will be posted as it comes available. Please visit the Open House Website for the latest information.
Whether you’re an aspiring young scientist or a long-time science enthusiast, you’re sure to enjoy Lamont-Doherty’s Open House. Join us for lab tours, participate in hands-on earth science activities with our scientists, and learn from world-renowned researchers about their latest discoveries.
Open House is free and open to the public, with a $5 suggested donation.
      
                    
                    
                    
                    
                                        
                      Contact Information
                                              
            Climate School Events
      
                                                                                          
            events@climate.columbia.edu"
IRI's Global Seasonal Climate Forecasts and ENSO status and forecast,Monthly overview of IRI's Global Seasonal Climate Forecasts and ENSO status and forecast.,2023-09-21 14:00,2023-09-21 15:00,Online,New York,TRUE.,https://www.climate.columbia.edu/events/monthly-overview-iris-global-seasonal-climate-forecasts-and-enso-status-and-forecast-32,,/Users/raiidahmed/PycharmProjects/CTC-Scraper-GPT-Live/CSV URL Data/columbia_climate.csv,,,"The International Research Institute for Climate and Society (IRI) presents its climate forecast briefing. The IRI's seasonal, sub-seasonal and ENSO (El Niño Southern Oscillation) forecasts are discussed in this monthly briefing by IRI climate scientists Azhar Ehsan and Bohar Singh.
For more information, please see: https://iri.columbia.edu/our-expertise/climate/
      
                    
                    
                    
                    
                                        
                      Contact Information
                                              
            IRI Seminar
      
                                                                                          
            Seminar@iri.columbia.edu"
IRI’s Global Seasonal Climate Forecasts and ENSO status and forecast, A monthly overview of IRI’s Global Seasonal Climate Forecasts and ENSO status and forecast, 2023-08-17 14:00, 2023-08-17 15:00, Online, America/New_York, TRUE,https://www.climate.columbia.edu/events/monthly-overview-iris-global-seasonal-climate-forecasts-and-enso-status-and-forecast-31,,/Users/raiidahmed/PycharmProjects/CTC-Scraper-GPT-Live/CSV URL Data/columbia_climate.csv,,,"The International Research Institute for Climate and Society (IRI) presents its climate forecast briefing. The IRI's seasonal, sub-seasonal and ENSO (El Niño Southern Oscillation) forecasts are discussed in this monthly briefing by IRI climate scientists Azhar Ehsan and Bohar Singh.
For more information, please see: https://iri.columbia.edu/our-expertise/climate/
      
                    
                    
                    
                    
                                        
                      Contact Information
                                              
            IRI Seminar
      
                                                                                          
            Seminar@iri.columbia.edu"
Monthly overview of IRI's Global Seasonal Climate Forecasts and ENSO status and forecast.,The International Research Institute for Climate and Society (IRI) presents its climate forecast briefing.,2023-07-20 14:00,2023-07-20 15:00,,Online,,TRUE.,https://www.climate.columbia.edu/events/monthly-overview-iris-global-seasonal-climate-forecasts-and-enso-status-and-forecast-30,/Users/raiidahmed/PycharmProjects/CTC-Scraper-GPT-Live/CSV URL Data/columbia_climate.csv,,,"Events

          
            
                      Current and Upcoming
                  
        
        Monthly overview of IRI's Global Seasonal Climate Forecasts and ENSO status and forecast.

        

        
            
                
                    
                      Share
                    
                    
                      Add to Calendar:
                        
                                                        Calendar / Outlook
                                                        Google
                            Yahoo
                        
                    
                

                
                
                  
                    
                      
                      
                        July 20, 2023
                        2:00 PM - 3:00 PM
                                                America/New_York
                                                                                              
                    

                                        
                      
                      
                        
                          
                 Online 
      
                        

                                              
                    
                                      
                

                
                  
                                                                                  
                        
            The International Research Institute for Climate and Society (IRI) presents its climate forecast briefing. The IRI's seasonal, sub-seasonal and ENSO (El Niño Southern Oscillation) forecasts are discussed in this monthly briefing by IRI climate scientists Azhar Ehsan and Bohar Singh.
For more information, please see: https://iri.columbia.edu/our-expertise/climate/
      
                    
                    
                    
                    
                                        
                      Contact Information
                                              
            IRI Seminar
      
                                                                                          
            Seminar@iri.columbia.edu"
Monthly overview of IRI's Global Seasonal Climate Forecasts and ENSO status and forecast,The International Research Institute for Climate and Society (IRI) presents its climate forecast briefing.,2023-07-20 14:00,2023-07-20 15:00,Online,,TRUE,https://www.climate.columbia.edu/events/monthly-overview-iris-global-seasonal-climate-forecasts-and-enso-status-and-forecast-30,,/Users/raiidahmed/PycharmProjects/CTC-Scraper-GPT-Live/CSV URL Data/columbia_climate.csv,,,"The International Research Institute for Climate and Society (IRI) presents its climate forecast briefing. The IRI's seasonal, sub-seasonal and ENSO (El Niño Southern Oscillation) forecasts are discussed in this monthly briefing by IRI climate scientists Azhar Ehsan and Bohar Singh.
For more information, please see: https://iri.columbia.edu/our-expertise/climate/
      
                    
                    
                    
                    
                                        
                      Contact Information
                                              
            IRI Seminar
      
                                                                                          
            Seminar@iri.columbia.edu"
AgMIP9: 9th AgMIP Global Workshop,"The Ninth Global Workshop of the Agricultural Model Intercomparison and Improvement Project (AgMIP9) will be held at Columbia University in New York, NY, USA on June 26-30, 2023.",2023-06-26 09:00,2023-06-30 17:00,"Faculty House, 64 Morningside Dr., New York, NY 10027",New York,TRUE,https://www.climate.columbia.edu/events/agmip9-9th-agmip-global-workshop,,/Users/raiidahmed/PycharmProjects/CTC-Scraper-GPT-Live/CSV URL Data/columbia_climate.csv,,,"Register on CU Events 
                      
                                                              
                        
            The Ninth Global Workshop of the Agricultural Model Intercomparison and Improvement Project (AgMIP9) will be held at Columbia University in New York, NY, USA on June 26-30, 2023. The workshop will convene many scientists, stakeholders, and policy-makers with technical and expert knowledge to address one of the biggest challenges of our day: to enable agricultural transformation that enhances resilience to and mitigation of climate change and other impacts, while improving food and nutrition security and the wellbeing of rural communities worldwide.
Please click ""Register"" below to complete your registration and payment. 
      
                    
                    
                    
                    
                                        
                      Contact Information
                                              
            Erik Mencos
      
                                                                                          
            agmip@columbia.edu
      
                                                                
                    
                                              
                      
                        Register on CU Events"
At What Point Managed Retreat?,Habitability and Mobility in an Era of Climate Change,2023-06-20 14:00,2023-06-23 15:00,"Lerner Hall, 2920 Broadway, New York, NY 10027",New York,TRUE,https://www.climate.columbia.edu/events/what-point-managed-retreat-0,,/Users/raiidahmed/PycharmProjects/CTC-Scraper-GPT-Live/CSV URL Data/columbia_climate.csv,,,"At What Point Managed Retreat?: Habitability and Mobility in an Era of Climate Change
Building on the success of the 2019 and 2021 conferences on Managed Retreat, the Columbia Climate School is pleased to announce that the next conference, At What Point Managed Retreat?: Habitability and Mobility in an Era of Climate Change, will be held from June 20-23, 2023, at Columbia University.
Registration for the conference is now open. In-person and virtual attendance options are available. Please visit the conference website for details on the program, registration fees, travel information, and more.
      
                    
                    
                    
                    
                                        
                      Contact Information
                                              
            Adrienne Kenyon
      
                                                                                          
            akenyon@climate.columbia.edu"
2023 International Regulatory Futures Forum,"Panel discussion on ""Electricity System Decarbonization: Where we Stand and the Challenges Ahead.""",2023-06-15 17:00,2023-06-15 18:30,"Columbia Law School, 435 W. 116 St., New York, NY 10027 William and June Warren Hall 309",New York,FALSE,https://www.climate.columbia.edu/events/2023-international-regulatory-futures-forum,,/Users/raiidahmed/PycharmProjects/CTC-Scraper-GPT-Live/CSV URL Data/columbia_climate.csv,,,"Register on CU Events 
                      
                                                              
                        
            Panel discussion on ""Electricity System Decarbonization: Where we Stand and the Challenges Ahead."" This event is not part of the International Regulatory Futures Forum.
      
                    
                    
                    
                    
                                        
                      Contact Information
                                              
            Kemi Adetayo
      
                                                                    
            212 854 8213
      
                                                                    
            aa3547@columbia.edu
      
                                                                
                    
                                              
                      
                        Register on CU Events"
IRI's Global Seasonal Climate Forecasts and ENSO status and forecast, The International Research Institute for Climate and Society (IRI) presents its climate forecast briefing., 2023-06-15 14:00, 2023-06-15 15:00, Online,,New York,TRUE,https://www.climate.columbia.edu/events/monthly-overview-iris-global-seasonal-climate-forecasts-and-enso-status-and-forecast-29,/Users/raiidahmed/PycharmProjects/CTC-Scraper-GPT-Live/CSV URL Data/columbia_climate.csv,,,"Events

          
            
                      Current and Upcoming
                  
        
        Monthly overview of IRI's Global Seasonal Climate Forecasts and ENSO status and forecast.

        

        
            
                
                    
                      Share
                    
                    
                      Add to Calendar:
                        
                                                        Calendar / Outlook
                                                        Google
                            Yahoo
                        
                    
                

                
                
                  
                    
                      
                      
                        June 15, 2023
                        2:00 PM - 3:00 PM
                                                America/New_York
                                                                                              
                    

                                        
                      
                      
                        
                          
                 Online 
      
                        

                                              
                    
                                      
                

                
                  
                                                                                  
                        
            The International Research Institute for Climate and Society (IRI) presents its climate forecast briefing. The IRI's seasonal, sub-seasonal and ENSO (El Niño Southern Oscillation) forecasts are discussed in this monthly briefing by IRI climate scientists Azhar Ehsan and Bohar Singh.
For more information, please see: https://iri.columbia.edu/our-expertise/climate/
      
                    
                    
                    
                    
                                        
                      Contact Information
                                              
            IRI Seminar
      
                                                                                          
            Seminar@iri.columbia.edu"
IRI Global Seasonal Climate Forecasts and ENSO status,Monthly overview of IRI's Global Seasonal Climate Forecasts and ENSO status and forecast,2023-06-15 14:00,2023-06-15 15:00,Online,,FALSE,https://www.climate.columbia.edu/events/monthly-overview-iris-global-seasonal-climate-forecasts-and-enso-status-and-forecast-29,,/Users/raiidahmed/PycharmProjects/CTC-Scraper-GPT-Live/CSV URL Data/columbia_climate.csv,,,"The International Research Institute for Climate and Society (IRI) presents its climate forecast briefing. The IRI's seasonal, sub-seasonal and ENSO (El Niño Southern Oscillation) forecasts are discussed in this monthly briefing by IRI climate scientists Azhar Ehsan and Bohar Singh.
For more information, please see: https://iri.columbia.edu/our-expertise/climate/
      
                    
                    
                    
                    
                                        
                      Contact Information
                                              
            IRI Seminar
      
                                                                                          
            Seminar@iri.columbia.edu"
Climate LIVE K12: Harnessing the Power of Communities,"Presenter: Paul Gallay, Senior Staff Associate and Resilient Coastal Communities Project Leader, Center for Sustainable Urban Development","June 14, 2023 4:00 PM","June 14, 2023 5:00 PM",Online Event,N/A,FALSE.,https://www.climate.columbia.edu/events/climate-live-k12-harnessing-power-communities,,/Users/raiidahmed/PycharmProjects/CTC-Scraper-GPT-Live/CSV URL Data/columbia_climate.csv,,,"Events

          
            
                      Current and Upcoming
                  
        
        Climate LIVE K12: Harnessing the Power of Communities

        

        
            
                
                    
                      Share
                    
                    
                      Add to Calendar:
                        
                                                        Calendar / Outlook
                                                        Google
                            Yahoo
                        
                    
                

                
                
                  
                    
                      
                      
                        June 14, 2023
                        4:00 PM - 5:00 PM
                                                America/New_York
                                                                                              
                    

                                        
                      
                      
                        
                          
                 Online Event 
      
                        

                                              
                    
                                      
                

                
                  
                                                                
                        Register on CU Events 
                      
                                                              
                        
            Climate LIVE K12: Harnessing the Power of Communities to Fight Flooding and Protect Our Waterways 
Climate LIVE K12 (formerly EI LIVE K12) is dedicated to bringing the science of sustainability to K12 students, educators, and parents.
About this Event 
Presenter:  Paul Gallay, Senior Staff Associate and Resilient Coastal Communities Project Leader, Center for Sustainable Urban Development 
Target Audience: Grades 9-12, Undergraduate, Educators, and the Public 
Climate-driven flooding is worsening due to sea level rise and rapidly intensifying storms, with many of the most serious impacts being felt in disadvantaged communities already reeling from decades of underinvestment in water quality and ecosystem health. To protect our most vulnerable communities, government planners must find new ways to respect and center the wisdom that only those communities possess. Can we build the just and equitable partnerships we'll need to survive climate change?
A link to join the session will be provided to all registered participants 24 hours in advance.
If you would like to submit any questions before the event, please send them to Laurel Zaima-Sheehy (lzaima@climate.columbia.edu)
      
                    
                    
                    
                    
                                        
                      Contact Information
                                              
            Laurel Zaima-Sheehy
      
                                                                    
            332-330-1855
      
                                                                    
            lnz2104@columbia.edu
      
                                                                
                    
                                              
                      
                        Register on CU Events"
